segment_id,facility_id,canonical_name,lbl,lbl_full,aliases,parent_system,facility_group,facility_type,network_role,ownership_class,owner_agency,operator_agency,project_family,project_name,project_division,project_unit,project_subunit,project_path,display_rank,display_rank_source,display_rank_reason,status,length_mi,geometry_source,geometry_decision,geometry_confidence,decision_id,source_major_rows,source_delta_rows,source_ids,blm_crosses,blm_length_mi,blm_pct_length,blm_nearest_mi,blm_crossing_count,blm_field_offices,search_text
CVY_41C6A04D_S028,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.42390646324853387,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,533,,MAJOR_0533,FALSE,0,0,5.602569320978208,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S029,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.31416103112665617,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,534,,MAJOR_0534,FALSE,0,0,5.415872115313614,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S030,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.32698239171661003,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,536,,MAJOR_0536,FALSE,0,0,5.0711658355048,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S031,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.004860623674497291,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,538,,MAJOR_0538,FALSE,0,0,5.067852919439692,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S032,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.27073243425804067,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,553,,MAJOR_0553,FALSE,0,0,4.935104041121701,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S033,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.4122801263160455,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,563,,MAJOR_0563,FALSE,0,0,4.684564735117507,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S034,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.0952076653321048,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,571,,MAJOR_0571,FALSE,0,0,3.8631471978927623,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S035,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.008710970893270767,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,572,,MAJOR_0572,FALSE,0,0,3.854490259847338,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S036,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.013963302721086888,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,576,,MAJOR_0576,FALSE,0,0,3.8406137324875136,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S037,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.2131959763483624,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,588,,MAJOR_0588,FALSE,0,0,3.6801160724341755,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S038,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.03349235051653609,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,590,,MAJOR_0590,FALSE,0,0,3.6951243062055217,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S039,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.16761035650165643,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,593,,MAJOR_0593,FALSE,0,0,3.5862940356708752,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S040,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.0564076958651501,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,595,,MAJOR_0595,FALSE,0,0,3.581815983787902,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S041,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.9518984265362818,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,606,,MAJOR_0606,FALSE,0,0,3.502568738498777,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S042,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.3824746294385841,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,636,,MAJOR_0636,FALSE,0,0,3.191072382097441,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S043,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.30075245286630004,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,659,,MAJOR_0659,FALSE,0,0,2.572579848966161,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S044,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.1675961304733684,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,661,,MAJOR_0661,FALSE,0,0,2.567296673537262,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S045,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.2648328084756319,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,664,,MAJOR_0664,FALSE,0,0,2.627935772262641,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S046,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.169001089873231,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,666,,MAJOR_0666,FALSE,0,0,2.5774330489444757,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S047,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.35523832306620184,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,674,,MAJOR_0674,FALSE,0,0,2.440771145377852,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S048,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.4662675539693274,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,687,,MAJOR_0687,FALSE,0,0,2.2974326451211935,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S049,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.0933737822524758,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,707,,MAJOR_0707,FALSE,0,0,1.553773842818652,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S050,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.14984026661919558,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,720,,MAJOR_0720,FALSE,0,0,1.4411631452015248,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S051,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.21711852862540107,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,731,,MAJOR_0731,FALSE,0,0,1.3178880016639127,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S052,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.3204826106097327,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,748,,MAJOR_0748,FALSE,0,0,0.7460219357476938,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S053,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,2.923315200555648,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,777,,MAJOR_0777,FALSE,0,0,0.6017570151187668,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S054,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.5660480077941659,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,793,,MAJOR_0793,FALSE,0,0,1.48579803639665,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S055,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.281389307656366,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,794,,MAJOR_0794,FALSE,0,0,1.7217214162272165,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S056,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,5.8862792246351905,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,824,,MAJOR_0824,FALSE,0,0,0.7168408819679769,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S057,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.5217851439860692,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,834,,MAJOR_0834,FALSE,0,0,0.9728760184522627,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S058,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.189977617551753,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,859,,MAJOR_0859,FALSE,0,0,0.795823735485789,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S059,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,15.178420023903053,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,890,,MAJOR_0890,FALSE,0,0,0.33051384689881247,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C6A04D_S060,CVY_41C6A04D,Boardman Canal,Boardman Canal,Boardman Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,15.378067412884105,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,892,,MAJOR_0892,FALSE,0,0,4.1406129938761997e-4,0,,boardman canal boardman canal   unknown/unassigned unassigned     pcwa  canal
CVY_41C73366_S001,CVY_41C73366,Drum Canal,Drum Canal,Drum Canal,,,Open conveyance,Canal,Unknown,Unknown,PG&E,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,9.305730942092573,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,960,,MAJOR_0960,FALSE,0,0,2.396946630355971,0,,drum canal drum canal   unknown/unassigned unassigned     pg&e  canal
CVY_41D76488_S001,CVY_41D76488,Lakeland Canal,Lakeland Canal,Lakeland Canal,,,Open conveyance,Canal,Unknown,Unknown,,Kings River Water Association,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,11.327986730140442,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,360,DELTA_0360,FALSE,0,0,0.9501540335660025,0,,lakeland canal lakeland canal   unknown/unassigned unassigned      kings river water association canal
CVY_41D76488_S002,CVY_41D76488,Lakeland Canal,Lakeland Canal,Lakeland Canal,,,Open conveyance,Canal,Unknown,Unknown,,Kings River Water Association,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,9.758283257577807,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,360,DELTA_0360,FALSE,0,0,0.618790110469159,0,,lakeland canal lakeland canal   unknown/unassigned unassigned      kings river water association canal
CVY_41D76488_S003,CVY_41D76488,Lakeland Canal,Lakeland Canal,Lakeland Canal,,,Open conveyance,Canal,Unknown,Unknown,,Kings River Water Association,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,9.300746625199064,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,493,DELTA_0493,FALSE,0,0,5.225689909165371,0,,lakeland canal lakeland canal   unknown/unassigned unassigned      kings river water association canal
CVY_41D76488_S004,CVY_41D76488,Lakeland Canal,Lakeland Canal,Lakeland Canal,,,Open conveyance,Canal,Unknown,Unknown,,Kings River Water Association,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.22451113077764698,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,493,DELTA_0493,FALSE,0,0,5.004534308245064,0,,lakeland canal lakeland canal   unknown/unassigned unassigned      kings river water association canal
CVY_420134B6_S001,CVY_420134B6,Firebaugh Wasteway,Firebaugh Wasteway,Firebaugh Wasteway,,,Drainage,Wasteway,Drainage,Local/regional public,,Central California Irrigation District,Local/regional public,Central California Irrigation District,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.1197270340958558,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,500,DELTA_0500,FALSE,0,0,4.19757036034531,0,,firebaugh wasteway firebaugh wasteway   local/regional public central california irrigation district      central california irrigation district wasteway
CVY_42BE5888_S001,CVY_42BE5888,E Perry Canal,E Perry Canal,E Perry Canal,,,Open conveyance,Canal,Unknown,Unknown,PCWA,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.7436882380497519,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,557,,MAJOR_0557,FALSE,0,0,4.743018169350695,0,,e perry canal e perry canal   unknown/unassigned unassigned     pcwa  canal
CVY_42D76C39_S001,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.7114161491479513,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,17,DELTA_0017,FALSE,0,0,11.252951268535238,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S002,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.04734072030034703,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,19,DELTA_0019,FALSE,0,0,3.2345646182692414,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S003,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.037271232911730574,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,29,DELTA_0029,FALSE,0,0,7.202318407169063,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project aqueduct
CVY_42D76C39_S004,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.008790900760664955,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,30,DELTA_0030,FALSE,0,0,10.036276666369783,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S005,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,2.151499675101686,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,34,DELTA_0034,FALSE,0,0,3.8839537003497178,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project aqueduct
CVY_42D76C39_S006,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.6133880177285818,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,35,DELTA_0035,FALSE,0,0,7.228599364825852,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project aqueduct
CVY_42D76C39_S007,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.01915060620362073,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,42,DELTA_0042,FALSE,0,0,7.731874815452973,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S008,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.7708824965229903,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,42,DELTA_0042,FALSE,0,0,7.750339836769125,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S009,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,2.50214659936325e-4,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,42,DELTA_0042,FALSE,0,0,8.498673778035629,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S010,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,2.502157038363323e-4,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,42,DELTA_0042,FALSE,0,0,8.498673778035629,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S011,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,2.458035929943612,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,42,DELTA_0042,FALSE,0,0,8.49892389107435,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S012,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.07602379303476635,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,72,DELTA_0072,FALSE,0,0,2.384862760728153,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S013,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.009774068168478343,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,80,DELTA_0080,FALSE,0,0,10.031027799430682,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S014,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.009080061202790575,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,80,DELTA_0080,FALSE,0,0,10.031902117698143,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S015,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.010782568777036582,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,80,DELTA_0080,FALSE,0,0,10.0323398781091,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S016,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.009080055841602222,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,80,DELTA_0080,FALSE,0,0,10.034019518903637,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
