Water Right/Claim ID,Status,Type,Primary owner,Source,County,Effective date,Face value,Use type,Special use area,HUC 12,Watershed,Action,,Field Office ,
S011215,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,4.0325,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S011216,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,20.2832,Fish and Wildlife Preservation and Enhancement; Stockwatering,,180901010106-Frontal Mono Lake | 180901010106,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011217,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,4.0325,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S011218,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.28,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S011219,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,181.1,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S011220,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,10.5038,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S011221,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,90.55,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S011222,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,181.1,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S011223,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,3.226,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Paramount Mine | 160503010204,Rough Creek,,,Bishop,
S011224,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,4.839,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Paramount Mine | 160503010204,Rough Creek,,,Bishop,
S011225,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,119.526,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Paramount Mine | 160503010204,Rough Creek,,,Bishop,
S011226,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.8065,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Paramount Mine | 160503010204,Rough Creek,,,Bishop,
S011227,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,6.452,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Paramount Mine | 160503010204,Rough Creek,,,Bishop,
S011228,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.8065,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Paramount Mine | 160503010204,Rough Creek,,,Bishop,
S011229,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,4.0325,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S011230,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.8065,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S011231,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S011232,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,8.0655,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S011233,Inactive,Statements,BLM California State Office,,,9/3/1983,0,,,Cottonwood Canyon-Frontal Mono Lake | 180901010104,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011234,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.2016,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S011235,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,4.0325,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Paramount Mine | 160503010204,Rough Creek,,,Bishop,
S011236,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.8065,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Bridgeport Reservoir-East Walker River | 160503010110,Headwaters East Walker River,,,Bishop,
S011237,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.224,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Bridgeport Reservoir-East Walker River | 160503010110,Headwaters East Walker River,,,Bishop,
S011238,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.8065,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Bridgeport Reservoir-East Walker River | 160503010110,Headwaters East Walker River,,,Bishop,
S011239,Active,Statements,BLM California State Office,,Mono,12/15/2025,181.1,Fish and Wildlife Preservation and Enhancement; Stockwatering,SACRAMENTO DELTA;LEGAL DELTA;,Cottonwood Canyon-Frontal Mono Lake | 180901010104,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011240,Active,Statements,BLM California State Office,,Mono,12/15/2025,0.392,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Cottonwood Canyon-Frontal Mono Lake | 180901010104,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011241,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,3.226,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S011242,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Summers Creek-East Walker River | 160503010105,Headwaters East Walker River,,,Bishop,
S011243,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Summers Creek-East Walker River | 160503010105,Headwaters East Walker River,,,Bishop,
S011244,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.2016,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Summers Creek-East Walker River | 160503010105,Headwaters East Walker River,,,Bishop,
S011246,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,271.65,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011247,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Rancheria Gulch-Frontal Mono Lake | 180901010405,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011248,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,1.2097,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Rancheria Gulch-Frontal Mono Lake | 180901010405,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011249,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Rancheria Gulch-Frontal Mono Lake | 180901010405,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011250,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Rancheria Gulch-Frontal Mono Lake | 180901010405,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011251,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.6049,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Clearwater Creek | 160503010102,Headwaters East Walker River,,,Bishop,
S011252,Active,Statements,BLM California State Office,UNSP,Mono,12/15/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Summers Creek-East Walker River | 160503010105,Headwaters East Walker River,,,Bishop,
S011253,Inactive,Statements,BLM California State Office,Sulphur Pond,Mono,10/24/1983,0,Sulphur Pond,,Kirkwood Spring-FrontalMono Lake  180901010105,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011254,Active,Statements,BLM California State Office,UNSP,Kern,12/15/2025,36.22,Fish and Wildlife Preservation and Enhancement,,Bodfish Creek | 180300030102,Cottonwood Creek-Kern River,,,Bakersfield,
S011255,Active,Statements,BLM California State Office,UNSP,Kern,12/15/2025,3.0244,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Canebrake Creek | 180300020501,Canebrake Creek,,,Bakersfield,
S011256,Active,Statements,BLM California State Office,SCODIE SPRING,Kern,12/15/2025,21.732,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Isabella Lake-South Fork Kern River | 180300020702,Lower South Fork Kern River,,,Bakersfield,
S011257,Active,Statements,BLM California State Office,KEYES MINE SPRING,Kern,12/15/2025,21.732,Stockwatering; Fish and Wildlife Preservation and Enhancement; Domestic,,Black Gulch-Kern River | 180300030105,Cottonwood Creek-Kern River,,,Bakersfield,
S011258,Active,Statements,BLM California State Office,COYOTE SPRING,Kern,12/15/2025,0.6049,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower Canebrake Creek | 180300020502,Canebrake Creek,,,Bakersfield,
S011259,Active,Statements,BLM California State Office,UNSP,Kern,12/15/2025,0.112,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower Canebrake Creek | 180300020502,Canebrake Creek,,,Bakersfield,
S011260,Active,Statements,BLM California State Office,UNSP,Kern,12/15/2025,25.354,Fish and Wildlife Preservation and Enhancement; Recreational; Stockwatering,,Lower Canebrake Creek | 180300020502,Canebrake Creek,,,Bakersfield,
S011261,Active,Statements,BLM California State Office,UNSP,Tulare,12/15/2025,36.22,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Chimney Creek | 180300020401,Chimney Creek,,,Bakersfield,
S011262,Active,Statements,BLM California State Office,PINE CREEK SPRING,Tulare,12/15/2025,2.0162,Domestic,,Pine Creek-South Fork Kern River | 180300020205,Upper South Fork Kern River,,,Bakersfield,
S011263,Active,Statements,BLM California State Office,DEER SPRING,Tulare,12/15/2025,181.1,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Long Canyon | 180300020202,Upper South Fork Kern River,,,Bakersfield,
S011264,Active,Statements,BLM California State Office,BLUE RIDGE SPRING,Tulare,12/15/2025,72.44,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Yokohl Creek | 180300060401,Yokohl Creek,,,Bakersfield,
S011265,Active,Statements,BLM California State Office,JUNIPER SPRING  1,San Luis Obispo,12/15/2025,0.2419,Stockwatering; Fish and Wildlife Preservation and Enhancement,,New River-Cuyama River | 180600070208,Upper Cuyama River,,,Bakersfield,
S011266,Active,Statements,BLM California State Office,UNSP,San Luis Obispo,12/15/2025,1.613,Stockwatering; Fish and Wildlife Preservation and Enhancement,,New River-Cuyama River | 180600070208,Upper Cuyama River,,,Bakersfield,
S011267,Active,Statements,BLM California State Office,WILLOW SPRING,San Luis Obispo,12/15/2025,0.2823,Fish and Wildlife Preservation and Enhancement; Stockwatering,,New River-Cuyama River | 180600070208,Upper Cuyama River,,,Bakersfield,
S011268,Active,Statements,BLM California State Office,BEA ROCK SPRING,San Luis Obispo,12/15/2025,0.2419,Stockwatering; Fish and Wildlife Preservation and Enhancement,,New River-Cuyama River | 180600070208,Upper Cuyama River,,,Bakersfield,
S011269,Active,Statements,BLM California State Office,RED ROCK SPRING,San Luis Obispo,12/15/2025,0.3226,Stockwatering; Fish and Wildlife Preservation and Enhancement,,New River-Cuyama River | 180600070208,Upper Cuyama River,,,Bakersfield,
S011270,Active,Statements,BLM California State Office,COTTONWOOD SPRING,San Luis Obispo,12/15/2025,50.708,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Black Sulphur Spring-Carrizo Plain | 180600030102,Black Sulphur Spring-Carrizo Plain,,,Bakersfield,
S011271,Active,Statements,BLM California State Office,ABBOTT CANYON SPRING,San Luis Obispo,12/15/2025,16.299,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Black Sulphur Spring-Carrizo Plain | 180600030102,Black Sulphur Spring-Carrizo Plain,,,Bakersfield,
S011272,Active,Statements,BLM California State Office,FRENCH SPRING,San Luis Obispo,12/15/2025,0.112,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Bitter Creek-Cuyama River | 180600070209,Upper Cuyama River,,,Bakersfield,
S011273,Active,Statements,BLM California State Office,PRIEST SPRING,San Luis Obispo,12/15/2025,0.1288,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Bitter Creek-Cuyama River | 180600070209,Upper Cuyama River,,,Bakersfield,
S011274,Active,Statements,BLM California State Office,SULPHUR SPRING,San Luis Obispo,12/15/2025,1.613,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Bitter Creek-Cuyama River | 180600070209,Upper Cuyama River,,,Bakersfield,
S011275,Active,Statements,BLM California State Office,LOWER CAMP SPRING,San Luis Obispo,12/15/2025,0.8065,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Schoolhouse Canyon-Cuyama River | 180600070302,Middle Cuyama River,,,Bakersfield,
S011276,Active,Statements,BLM California State Office,SANTA LUCIA SPRING  2,San Luis Obispo,12/15/2025,11.9526,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Town Spring | 180600050607,Nacimiento River,,,Bakersfield,
S011277,Active,Statements,BLM California State Office,ALPINE MINE SPRING,San Benito,12/15/2025,1.613,Fish and Wildlife Preservation and Enhancement,,Clear Creek-San Benito River | 180600020501,Upper San Benito River,,,Bakersfield,
S011278,Active,Statements,BLM California State Office,UNSP,San Benito,12/15/2025,4.839,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Clear Creek-San Benito River | 180600020501,Upper San Benito River,,,Bakersfield,
S011279,Active,Statements,BLM California State Office,AQUA BUENA SPRING,San Benito,12/15/2025,7.2585,Recreational; Domestic; Fish and Wildlife Preservation and Enhancement,,Upper Cantua Creek | 180300090601,Cantua Creek-Fresno Slough,,,Bakersfield,
S011280,Active,Statements,BLM California State Office,UNSP,Fresno,12/15/2025,0.121,Domestic; Fish and Wildlife Preservation and Enhancement; Recreational,,Upper Cantua Creek | 180300090601,Cantua Creek-Fresno Slough,,,Bakersfield,
S011281,Active,Statements,BLM California State Office,MARTINEZ SPRING,Fresno,12/15/2025,0.8065,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Domengine Creek | 180300090604,Cantua Creek-Fresno Slough,,,Bakersfield,
S011282,Active,Statements,BLM California State Office,UNSP,Fresno,12/15/2025,32.2358,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Headwaters Los Gatos Creek | 180300120601,Los Gatos Creek,,,Bakersfield,
S011283,Active,Statements,BLM California State Office,UNSP,Fresno,12/15/2025,1.613,Fish and Wildlife Preservation and Enhancement; Stockwatering; Recreational,,Headwaters Los Gatos Creek | 180300120601,Los Gatos Creek,,,Bakersfield,
S011284,Active,Statements,BLM California State Office,UNSP,Fresno,12/15/2025,1.613,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Headwaters Los Gatos Creek | 180300120601,Los Gatos Creek,,,Bakersfield,
S011285,Active,Statements,BLM California State Office,UNSP,Fresno,12/15/2025,0.112,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Headwaters Los Gatos Creek | 180300120601,Los Gatos Creek,,,Bakersfield,
S011286,Active,Statements,BLM California State Office,UNSP,Fresno,12/15/2025,0.112,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Warthan Creek | 180300120302,Warthan Creek,,,Central Coast ,
S011287,Active,Statements,BLM California State Office,MISTAKE SPRING,Fresno,12/15/2025,0.387,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Warthan Creek | 180300120302,Warthan Creek,,,Central Coast ,
S011288,Active,Statements,BLM California State Office,BEENE SPRING,Fresno,12/15/2025,0.7258,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Warthan Creek | 180300120302,Warthan Creek,,,Central Coast ,
S011289,Active,Statements,BLM California State Office,MILLS SPRING,Fresno,12/15/2025,0.9275,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle Warthan Creek | 180300120303,Warthan Creek,,,Central Coast ,
S011290,Active,Statements,BLM California State Office,WILLOW SPRING,Fresno,12/15/2025,0.1854,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle Warthan Creek | 180300120303,Warthan Creek,,,Central Coast ,
S011291,Inactive,Statements,BLM California State Office,,Fresno,9/28/2007,0,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Sargent Creek | 180600050804,Indian Valley-Salinas River,,,Central Coast,
S011292,Active,Statements,BLM California State Office,UNSP,Fresno,12/15/2025,0.1372,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle Warthan Creek | 180300120303,Warthan Creek,,,Central Coast ,
S011293,Active,Statements,BLM California State Office,UNSP,Kern,12/15/2025,5.4299,Fish and Wildlife Preservation and Enhancement,,Erskine Creek | 180300030101,Cottonwood Creek-Kern River,,,Bakersfield,
S011313,Inactive,Statements,BLM California State Office,BANNER QUEEN SPRING 1,San Diego,01/01/1700,0,,,Banner Creek | 181002030401,Upper San Felipe Creek,,,Bakersfield,
S011314,Inactive,Statements,BLM California State Office,CHARIOT CANYON SPRING,San Diego,01/01/1700,0,,,Banner Creek | 181002030401,Upper San Felipe Creek,,,Bakersfield,
S011315,Active,Statements,BLM California State Office,DESERT QUEEN SPRING,San Diego,12/15/2025,0.5041,Fish and Wildlife Preservation and Enhancement,,Banner Creek | 181002030401,Upper San Felipe Creek,,,Bakersfield,
S011316,Active,Statements,BLM RIDGECREST FIELD OFFICE,CHRISTMAS SPRING,Inyo,12/15/2025,0,Fish and Wildlife Preservation and Enhancement,,Rattlesnake Canyon | 180902051301,Searles Lake,,,Ridgecrest,
S011326,Active,Statements,BLM California State Office,BOOTLEG SPRING,Lassen,12/15/2025,1.6242,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Petes Creek | 180800030606,Horse Lake-Willow Creek,,,Ridgecrest,
S011327,Active,Statements,BLM California State Office,MAPES SPRING,Lassen,12/15/2025,6.9448,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Petes Creek | 180800030606,Horse Lake-Willow Creek,,,Ridgecrest,
S011369,Active,Statements,BLM California State Office,UNSP,Inyo,12/16/2025,4.0325,Fish and Wildlife Preservation and Enhancement,,Long John Canyon-Owens River | 180901030208,Lone Pine Creek-Owens River,,,Bishop,
S011370,Active,Statements,BLM California State Office,FRENCH SPRING,Inyo,12/16/2025,0.8065,Fish and Wildlife Preservation and Enhancement,,Union Wash-Owens River | 180901030205,Lone Pine Creek-Owens River,,,Bishop,
S011371,Active,Statements,BLM California State Office,COYOTE SPRING  AKA 1-5-1D ,Inyo,12/16/2025,3.226,Fish and Wildlife Preservation and Enhancement,,Coyote Canyon-Owens River | 180901030203,Lone Pine Creek-Owens River,,,Bishop,
S011372,Active,Statements,BLM California State Office,UNSP,Inyo,12/16/2025,8.065,Fish and Wildlife Preservation and Enhancement,,Union Wash-Owens River | 180901030205,Lone Pine Creek-Owens River,,,Bishop,
S011373,Active,Statements,BLM California State Office,UNSP,Inyo,12/16/2025,1.613,Fish and Wildlife Preservation and Enhancement,,Union Wash-Owens River | 180901030205,Lone Pine Creek-Owens River,,,Bishop,
S011507,Active,Statements,BLM California State Office,UNSP,Imperial,12/16/2025,0.5041,Fish and Wildlife Preservation and Enhancement,,Pinto Canyon | 181002040904,Pinto Wash,,,El Centro,
S011508,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/16/2025,1.0081,Fish and Wildlife Preservation and Enhancement,ADJUDICATED GROUND WATER,Noble Well | 180902070304,Coyote Lake,,,Central Coast,
S011509,Active,Statements,BLM California State Office,SHEEP CREEK SPRING,San Bernardino,12/16/2025,2.5203,Fish and Wildlife Preservation and Enhancement,,Sheep Creek Spring-Amargosa River | 180902031503,Saddle Peak Hills-Amargosa River,,,Ridgecrest,
S011511,Active,Statements,BLM California State Office,UNSP,Inyo,12/16/2025,0.5041,Fish and Wildlife Preservation and Enhancement,,Shoshone Spring-Amargosa River | 180902022003,Tecopa Hot Springs-Amargosa River,,,Ridgecrest,
S011512,Active,Statements,BLM California State Office,UNSP,Inyo,12/16/2025,3.0244,Fish and Wildlife Preservation and Enhancement,,Carson Slough | 180902021505,Rock Valley,,,Barstow,
S011513,Active,Statements,BLM California State Office,CRYSTAL SPRING,Inyo,12/16/2025,4.0325,Fish and Wildlife Preservation and Enhancement; Recreational,,Tule Spring | 180902021904,California Valley,,,Barstow,
S011514,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/16/2025,24.9918,Fish and Wildlife Preservation and Enhancement,ADJUDICATED GROUND WATER,Rabbit Lake | 181001000503,Silver Creek-Rabbit Lake,,,Palm Springs,
S011515,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/16/2025,24.9918,Recreational; Fish and Wildlife Preservation and Enhancement,ADJUDICATED GROUND WATER;,Arrastre Canyon | 181001000502,Silver Creek-Rabbit Lake,,,Palm Springs,
S011516,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/16/2025,0,Fish and Wildlife Preservation and Enhancement; Stockwatering,ADJUDICATED GROUND WATER;,Arrastre Canyon | 181001000502,Silver Creek-Rabbit Lake,,,Palm Springs,
S011517,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/16/2025,8.009,Fish and Wildlife Preservation and Enhancement,ADJUDICATED GROUND WATER,Silver Creek | 181001000501,Silver Creek-Rabbit Lake,,,Palm Springs,
S011518,Active,Statements,BLM PALM SPRINGS FIELD OFFICE,UNSP,Riverside,12/16/2025,1.0081,Fish and Wildlife Preservation and Enhancement,,Guadalupe Creek-Whitewater River | 181002010804,Lower Whitewater River,,,Palm Springs,
S011519,Active,Statements,BLM PALM SPRINGS FIELD OFFICE,UNSP,Riverside,12/16/2025,4.0325,Fish and Wildlife Preservation and Enhancement,,Cathedral Canyon-Whitewater River | 181002010606,Upper Whitewater River,,,Palm Springs,
S011520,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/16/2025,0,Fish and Wildlife Preservation and Enhancement; Stockwatering,,One Hole Spring | 181001000604,Rattlesnake Canyon,,,Palm Springs,
S011521,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/16/2025,0,Recreational; Stockwatering; Fish and Wildlife Preservation and Enhancement,,Rattlesnake Spring-Rattlesnake Canyon | 181001000601,Rattlesnake Canyon,,,Palm Springs,
S011522,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/16/2025,0,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Rock Corral | 181001000603,Rattlesnake Canyon,,,Palm Springs,
S011526,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Twin Valley Creek-North Fork Cache Creek | 180201160402,North Fork Cache Creek,,,Ukiah,
S011527,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Twin Valley Creek-North Fork Cache Creek | 180201160402,North Fork Cache Creek,,,Ukiah,
S011528,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Bartlett Creek | 180201160401,North Fork Cache Creek,,,Ukiah,
S011529,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Bartlett Creek | 180201160401,North Fork Cache Creek,,,Ukiah,
S011530,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Bartlett Creek | 180201160401,North Fork Cache Creek,,,Ukiah,
S011531,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Twin Valley Creek-North Fork Cache Creek | 180201160402,North Fork Cache Creek,,,Ukiah,
S011532,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Spanish Creek-North Fork Cache Creek | 180201160403,North Fork Cache Creek,,,Ukiah,
S011533,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Spanish Creek-North Fork Cache Creek | 180201160403,North Fork Cache Creek,,,Ukiah,
S011534,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Spanish Creek-North Fork Cache Creek | 180201160403,North Fork Cache Creek,,,Ukiah,
S011535,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Spanish Creek-North Fork Cache Creek | 180201160403,North Fork Cache Creek,,,Ukiah,
S011536,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Wolf Creek | 180201160405,North Fork Cache Creek,,,Ukiah,
S011537,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Wolf Creek | 180201160405,North Fork Cache Creek,,,Ukiah,
S011538,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Wolf Creek | 180201160405,North Fork Cache Creek,,,Ukiah,
S011539,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Wolf Creek | 180201160405,North Fork Cache Creek,,,Ukiah,
S011540,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Wolf Creek | 180201160405,North Fork Cache Creek,,,Ukiah,
S011541,Active,Statements,BLM UKIAH FIELD OFFICE,UNSP,Lake,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CACHE CREEK,Indian Valley Reservoir-North Fork Cache Creek | 180201160404,North Fork Cache Creek,,,Ukiah,
S011542,Active,Statements,BLM California State Office,PANTHER CANYON CREEK,Siskiyou,12/16/2025,0,Fish and Wildlife Preservation and Enhancement; Stockwatering,Klamath;North Coast AB2121 Area,Shovel Creek | 180102060301,Copco Reservoir-Klamath River,,,Redding,
S011544,Active,Statements,BLM California State Office,UNSP,Siskiyou,12/16/2025,0.336,Stockwatering; Fish and Wildlife Preservation and Enhancement,Klamath,Bunton Hollow Creek-Shasta River | 180102070503,Yreka Creek-Shasta River,,,Redding,
S011545,Active,Statements,BLM California State Office,UNST,Sacramento;Tehama,12/16/2025,0,Stockwatering; Fish and Wildlife Preservation and Enhancement,SACRAMENTO DELTA;LEGAL DELTA;REDDING,Beaver Lake-Sacramento River | 180201630702;Spring Creek-Sacramento River | 180201550402,Sherman Lake-Sacramento River;Dibble Creek-Sacramento River,,,MLFO,
S011546,Active,Statements,BLM California State Office,COAL PIT GULCH,Shasta,12/16/2025,0.28,Fish and Wildlife Preservation and Enhancement,REDDING;BEAR RIVER,Dry Creek | 180201520801,Cottonwood Creek,,,Redding,
S011547,Active,Statements,BLM UKIAH FIELD OFFICE,UNST,Glenn,12/16/2025,0,Fish and Wildlife Preservation and Enhancement,CORTINA;SAN JOAQUIN DELTA;LEGAL DELTA,Nye Creek | 180201040102,South Fork Willow Creek,,,MLFO,
