final_site_uid,report_record_number,field_maps_number,field_maps_globalid,source_feature_id,site_origin,table1a_name,table1a_latitude,table1a_longitude,table1b_name,table1b_latitude,table1b_longitude,table1c_name,table1c_latitude,table1c_longitude,table2_name_original,table2_latitude_original,table2_longitude_original,table2_report_basin_original,table2_status_original,table2_field_notes,final_site_name,final_latitude,final_longitude,final_status,final_feature_type,spatial_bulletin118_id,spatial_bulletin118_name,reported_basin,monitoring_performed,laboratory_sample_collected,duplicate_flag,duplicate_of_site_uid,identity_resolution_method,identity_confidence,identity_notes,status_resolution_reason,source_authority,review_status,table1c_to_table2_distance_ft,table1c_to_table2_distance_miles,coordinate_change_category,reported_spatial_basin_match,name_basin_expected,name_spatial_basin_conflict
mojave_fieldcheck_r089,89,43,,,BLM original contract target,343806115204001,34.635,-115.34526,343806115204001,34.635,-115.34526,343806115204001,34.635,-115.34526,343806115204001,34.635,-115.34526,Fenner Valley,not_found,No well,343806115204001,34.635,-115.34526,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r090,90,24,,,BLM original contract target,07N18E08E001S,34.7122,-115.1253,07N18E08E001S,34.7122,-115.1253,07N18E08E001S,34.7122,-115.1253,07N18E08E001S,34.7122,-115.1253,Fenner Valley,not_found,No well,07N18E08E001S,34.7122,-115.1253,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r091,91,40,,,BLM original contract target,08N17E31X001S,34.7383,-115.241,08N17E31X001S,34.7383,-115.241,08N17E31X001S,34.7383,-115.241,08N17E31X001S,34.7383,-115.241,Fenner Valley,not_found,No well,08N17E31X001S,34.7383,-115.241,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r092,92,23,,,BLM original contract target,344242115072601,34.71167,-115.124698,344242115072601,34.71167,-115.1247,344242115072601,34.71167,-115.124698,344242115072601,34.71167,-115.1247,Fenner Valley,not_found,No well,344242115072601,34.71167,-115.1247,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.5997734774858418,0.0001135934616450458,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r093,93,54,,,BLM original contract target,,34.60502,-115.430722,,34.60502,-115.43072,,34.60502,-115.430722,,34.6050300833,-115.430688083333,Fenner Valley,present,"Yes, 8-inch steel casing, 6'x6' pad.  See also FM record 144",,34.6050300833,-115.430688083333,present,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,True,True,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,10.828230790063438,0.0020508012859968634,minor_field_refinement_le_500ft,True,,False
mojave_fieldcheck_r094,94,46,,,BLM original contract target,05N15E04B001S,34.557,-115.4095,05N15E04B001S,34.557,-115.4095,05N15E04B001S,34.557,-115.4095,05N15E04B001S,34.557,-115.4095,Fenner Valley,not_found,No well,05N15E04B001S,34.557,-115.4095,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r095,95,53,,,BLM original contract target,06N14E25X001S,34.579,-115.4684,06N14E25X001S,34.579,-115.4684,06N14E25X001S,34.579,-115.4684,06N14E25X001S,34.579,-115.4684,Fenner Valley,not_found,No well,06N14E25X001S,34.579,-115.4684,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r096,96,0,,,BLM original contract target,343306115245001,34.55167,-115.414707,343306115245001,34.55167,-115.41471,343306115245001,34.55167,-115.414707,343306115245001,34.55167,-115.41471,Fenner Valley,not_found,No well,343306115245001,34.55167,-115.41471,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.9013970733498102,0.0001707191426798883,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r097,97,68,,,BLM original contract target,Priests Well,34.01752,-114.897204,Priests Well,34.01752,-114.8972,Priests Well,34.01752,-114.897204,Priests Well,34.01752,-114.8972,Rice Valley,not_found,No well,Priests Well,34.01752,-114.8972,not_found,groundwater_well_site,7-004,Rice Valley,Rice Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,1.2095260082669996,0.00022907689550511357,minor_field_refinement_le_500ft,True,,False
mojave_fieldcheck_r098,98,70,,,BLM original contract target,02S20E08A001S,34.0186,-114.8979,02S20E08A001S,34.0186,-114.8979,02S20E08A001S,34.0186,-114.8979,02S20E08A001S,34.0186,-114.8979,Rice Valley,not_found,No well,02S20E08A001S,34.0186,-114.8979,not_found,groundwater_well_site,7-004,Rice Valley,Rice Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r099,99,69,,,BLM original contract target,02S20E08B001S,34.0172,-114.8983,02S20E08B001S,34.0172,-114.8983,02S20E08B001S,34.0172,-114.8983,02S20E08B001S,34.0172,-114.8983,Rice Valley,not_found,No well,02S20E08B001S,34.0172,-114.8983,not_found,groundwater_well_site,7-004,Rice Valley,Rice Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r100,100,71,,,BLM original contract target,Brown Well,33.98421,-114.884833,Brown Well,33.98421,-114.88483,Brown Well,33.98421,-114.884833,Brown Well,33.98421,-114.88483,Rice Valley,not_found,No well,Brown Well,33.98421,-114.88483,not_found,groundwater_well_site,7-004,Rice Valley,Rice Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.9075003148835994,0.00017187505963704537,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r101,101,72,,,BLM original contract target,Gypsum Well,33.90974,-114.82859,"Gypsum
Well",33.90974,-114.82859,Gypsum Well,33.90974,-114.82859,"Gypsum
Well",33.90974,-114.82859,Rice Valley,present,"12"" steel, appears grouted","Gypsum
Well",33.90974,-114.82859,present,groundwater_well_site,7-004,Rice Valley,Rice Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r102,102,0,,,BLM original contract target,02S21E28N001S,33.9644,-114.7879,02S21E28N001S,33.9644,-114.7879,02S21E28N001S,33.9644,-114.7879,02S21E28N001S,33.9644,-114.7879,Rice Valley,not_found,No well,02S21E28N001S,33.9644,-114.7879,not_found,groundwater_well_site,7-004,Rice Valley,Rice Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r103,103,66,,,BLM original contract target,01S23E12X001S,34.1,-114.5177,01S23E12X001S,34.1,-114.5177,01S23E12X001S,34.1,-114.5177,01S23E12X001S,34.1,-114.5177,Vidal Valley,not_found,No well,01S23E12X001S,34.1,-114.5177,not_found,groundwater_well_site,7-042,Vidal Valley,Vidal Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r104,104,18,,,BLM original contract target,09N19E26D001S,34.8451,-114.9679,09N19E26D001S,34.8451,-114.9679,09N19E26D001S,34.8451,-114.9679,09N19E26D001S,34.8451,-114.9679,Ward Valley,not_found,No well,09N19E26D001S,34.8451,-114.9679,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r105,105,0,,,BLM original contract target,Painted Rock Well,34.51914,-115.13599,Painted Rock Well,34.51914,-115.13599,Painted Rock Well,34.51914,-115.13599,Painted Rock Well,34.51914,-115.13599,Ward Valley,not_found,No well,Painted Rock Well,34.51914,-115.13599,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r106,106,17,,,BLM original contract target,Galleta Well,34.48104,-114.926122,Galleta Well,34.48104,-114.92612,Galleta Well,34.48104,-114.926122,Galleta Well,34.48104,-114.926122,Ward Valley,not_found,No well,Galleta Well,34.48104,-114.926122,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r107,107,0,,,BLM original contract target,04N19E25C002S,34.4114,-114.9397,04N19E25C002S,34.4114,-114.9397,04N19E25C002S,34.4114,-114.9397,04N19E25C002S,34.4114,-114.9397,Ward Valley,not_found,No well,04N19E25C002S,34.4114,-114.9397,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r108,108,77,,,BLM original contract target,Milligan,34.27622,-115.149029,Milligan,34.27622,-115.14903,Milligan,34.27622,-115.149029,Milligan,34.27622,-115.149029,Ward Valley,not_found,No well,Milligan,34.27622,-115.149029,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r109,109,78,,,BLM original contract target,02N17E23D003S,34.2513,-115.1724,02N17E23D003S,34.2513,-115.1724,02N17E23D003S,34.2513,-115.1724,02N17E23D003S,34.2513,-115.1724,Ward Valley,not_found,No well,02N17E23D003S,34.2513,-115.1724,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r111,111,0,,,BLM original contract target,Martins Well,34.31029,-114.916928,Martins Well,34.31029,-114.91693,Martins Well,34.31029,-114.916928,Martins Well,34.31029,-114.916928,Ward Valley,not_found,No well,Martins Well,34.31029,-114.916928,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r112,112,67,,,BLM original contract target,02N18E35H001S,34.2185,-115.0539,02N18E35H001S,34.2185,-115.0539,02N18E35H001S,34.2185,-115.0539,02N18E35H001S,34.2185,-115.0539,Ward Valley,not_found,No well,02N18E35H001S,34.2185,-115.0539,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r113,113,79,,,BLM original contract target,02N18E32P001S,34.2113,-115.1154,02N18E32P001S,34.2113,-115.1154,02N18E32P001S,34.2113,-115.1154,02N18E32P001S,34.2113,-115.1154,Ward Valley,not_found,No well,02N18E32P001S,34.2113,-115.1154,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r114,114,67,,,BLM original contract target,02N18E35H003S,34.2185,-115.0539,02N18E35H003S,34.2185,-115.0539,02N18E35H003S,34.2185,-115.0539,02N18E35H003S,34.2185,-115.0539,Ward Valley,not_found,No well,02N18E35H003S,34.2185,-115.0539,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r116,116,73,,,BLM original contract target,01S18E13L001S,34.0838,-115.0472,01S18E13L001S,34.0838,-115.0472,01S18E13L001S,34.0838,-115.0472,01S18E13L001S,34.0838,-115.0472,Ward Valley,not_found,No well,01S18E13L001S,34.0838,-115.0472,not_found,groundwater_well_site,7-003,Ward Valley,Ward Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r117,117,86,,,contractor-added reconnaissance target,,,,,,,Goffs 1,34.9204827,-115.0668137,Goffs 1,34.9204827,-115.0668137,Ward Valley,present,"6"" steel",Goffs 1,34.9204827,-115.0668137,present,groundwater_well_site,7-002,Fenner Valley,Ward Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,False,,False
mojave_fieldcheck_r118,118,135,,,discovered or repurposed during reconnaissance,,,,,,,Fenner 1,34.914658,-115.0647812,Fenner 1,33.612551,-114.908167,Chuckwalla Valley,present,"TW-2, Genesis Solar, outer 12"" steel, inner 6"" steel",TW-2,33.612551,-114.908167,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,True,True,False,,explicit identifier in field note; FM 135 monitoring/lab row corroborates Genesis site,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,477366.789976122,90.41037688941705,large_identity_qa_gt_0_25mi,True,,False
mojave_fieldcheck_r119,119,131,,,contractor-added reconnaissance target,,,,,,,Amboy 1,34.5592895,-115.7520384,Amboy 1,34.5592895,-115.7520384,Bristol Valley,present,"PW-0, active well, unable to collect data, 10"" OD",PW-0,34.5592895,-115.7520384,present,groundwater_well_site,7-008,Bristol Valley,Bristol Valley,False,False,False,,explicit identifier at start of field note; Table 1C Amboy 1 retained as source alias,MODERATE,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r120,120,130,,,contractor-added reconnaissance target,,,,,,,Amboy 2,34.56888,-115.7021424,Amboy 2,34.56888,-115.7021424,Bristol Valley,present,well head has welded steel plate on top,Amboy 2,34.56888,-115.7021424,present,groundwater_well_site,7-008,Bristol Valley,Bristol Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,Bristol Valley,False
mojave_fieldcheck_r121,121,128,,,discovered or repurposed during reconnaissance,,,,,,,Cadiz 1,34.5234511,-115.5139251,Cadiz 1,33.685984,-115.221328,Cadiz Valley,present,"6"" steel, locked",,33.685984,-115.221328,present,groundwater_well_site,7-005,Chuckwalla Valley,Cadiz Valley,False,False,False,,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,final site name,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,HUMAN REVIEW,318046.3586162911,60.236052768236945,large_identity_qa_gt_0_25mi,False,,False
mojave_fieldcheck_r122,122,127,,,contractor-added reconnaissance target,,,,,,,Cadiz 2,34.4756182,-115.5189836,Cadiz 2,34.4756182,-115.5189836,Cadiz Valley,present,"outer 15"", inner 10"", both steel",Cadiz 2,34.4756182,-115.5189836,present,groundwater_well_site,7-008,Bristol Valley,Cadiz Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,False,Cadiz Valley,True
mojave_fieldcheck_r123,123,129,,,discovered or repurposed during reconnaissance,,,,,,,Cadiz 3,34.4850989,-115.5184062,Cadiz 3,33.686111,-115.22118,Cadiz Valley,present,"6"" steel, locked, named OW-2",OW-2,33.686111,-115.22118,present,groundwater_well_site,7-005,Chuckwalla Valley,Cadiz Valley,False,False,False,,field note explicitly states 'named OW-2',HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,305001.2390819091,57.76538618975552,large_identity_qa_gt_0_25mi,False,,False
mojave_fieldcheck_r124,124,124,,,discovered or repurposed during reconnaissance,,,,,,,Cadiz 4,34.5098864,-115.5098359,Cadiz 4,33.713307,-115.261041,Cadiz Valley,present,"active, agricultural, unable to collect data, does not appear to be on BLM property",,33.713307,-115.261041,present,groundwater_well_site,7-005,Chuckwalla Valley,Cadiz Valley,False,False,False,,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,final site name,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,HUMAN REVIEW,300161.40836601326,56.84875158447222,large_identity_qa_gt_0_25mi,False,,False
mojave_fieldcheck_r125,125,101,,,discovered or repurposed during reconnaissance,,,,,,,Cadiz 5,34.5023736,-115.5202694,Cadiz 5,33.744089,-115.378175,Cadiz Valley,present,"abandoned, 14"" steel",,33.744089,-115.378175,present,groundwater_well_site,7-005,Chuckwalla Valley,Cadiz Valley,True,False,False,,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,final site name,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,HUMAN REVIEW,279940.8651120877,53.0191032409257,large_identity_qa_gt_0_25mi,False,,False
mojave_fieldcheck_r126,126,99,,,discovered or repurposed during reconnaissance,,,,,,,Danby 1,34.2556962,-115.1573277,,33.845106,-115.382512,Chuckwalla Valley,present,"7'x10' concrete pad, 14"" steel",,33.845106,-115.382512,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,True,True,False,,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,final site name,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,HUMAN REVIEW,164528.07916822546,31.16062105458816,large_identity_qa_gt_0_25mi,True,,False
mojave_fieldcheck_r127,127,96,,,discovered or repurposed during reconnaissance,,,,,,,Danby 2,34.1677224,-115.0654185,,33.856747,-115.238553,Chuckwalla Valley,present,"18"" steel outer, 12"" inner, steel, abandoned, debris in well, water present.  Not on BLM property",,33.856747,-115.238553,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,True,False,False,,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,final site name,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,HUMAN REVIEW,124946.24317123702,23.66406120667368,large_identity_qa_gt_0_25mi,True,,False
mojave_fieldcheck_r128,128,14,,,contractor-added reconnaissance target,,,,,,,Rice 1,34.0844136,-114.8488759,Rice 1,34.0844136,-114.8488759,Chemehuevi Valley,not_found,"3' diameter culvert, vertically oriented",Rice 1,34.0844136,-114.8488759,not_found,groundwater_well_site,7-004,Rice Valley,Chemehuevi Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,False,,False
mojave_fieldcheck_r129,129,15,,,contractor-added reconnaissance target,,,,,,,Cox 1,33.7993034,-114.7666194,Cox 1,33.7993034,-114.7666194,Chemehuevi Valley,not_found,dilapidated tank and trough,Cox 1,33.7993034,-114.7666194,not_found,groundwater_well_site,7-039,Palo Verde Mesa,Chemehuevi Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,False,,False
mojave_fieldcheck_r130,130,109,,,contractor-added reconnaissance target,,,,,,,Chuckwalla 1,33.7366664,-115.3609753,Chuckwalla 1,33.7366664,-115.3609753,Chuckwalla Valley,present,"Nat'l Chloride well, locked, 8"" steel",Chuckwalla 1,33.7366664,-115.3609753,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,Chuckwalla Valley,False
mojave_fieldcheck_r131,131,110,,,contractor-added reconnaissance target,,,,,,,Chuckwalla 2,33.7366062,-115.3179242,Chuckwalla 2,33.7366062,-115.3179242,Chuckwalla Valley,present,"Nat'l Chloride well, locked, 4"" steel",Chuckwalla 2,33.7366062,-115.3179242,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,Chuckwalla Valley,False
mojave_fieldcheck_r132,132,105,,,contractor-added reconnaissance target,,,,,,,Chuckwalla 3,33.7082747,-115.2597374,Chuckwalla 3,33.7082747,-115.2597374,Chuckwalla Valley,present,"locked, 8"" steel, production well, active",Chuckwalla 3,33.7082747,-115.2597374,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,Chuckwalla Valley,False
mojave_fieldcheck_r133,133,106,,,contractor-added reconnaissance target,,,,,,,Chuckwalla 4,33.6914297,-115.2692749,Chuckwalla 4,33.6914297,-115.2692749,Chuckwalla Valley,present,"locked, 8"" steel, production well, active",Chuckwalla 4,33.6914297,-115.2692749,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,Chuckwalla Valley,False
