final_site_uid,current_brim_record_identifier,report_record_number,field_maps_number,action,old_name,new_name,name_changed,old_latitude,new_latitude,latitude_changed,old_longitude,new_longitude,longitude_changed,coordinate_distance_m,old_status,new_status,status_changed,old_report_basin,new_report_basin,report_basin_changed,spatial_bulletin118_name,old_notes,new_notes,notes_changed,match_key_used,resolution_method,confidence,reason,source_file,source_sheet,source_record_reference
mojave_fieldcheck_r124,mojave2025_124,124,124,UPDATE,Cadiz 4,,True,33.713307,33.713307,False,-115.261041,-115.261041,False,0.0,present,present,False,,Cadiz Valley,True,Chuckwalla Valley,active; agricultural; unable to collect data; does not appear to be on BLM property,"active, agricultural, unable to collect data, does not appear to be on BLM property",False,coordinate_within_5m,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,one or more reconciled attributes differ from current BRIM; unresolved attribute documented in human-review file,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 124
mojave_fieldcheck_r125,mojave2025_125,125,101,UPDATE,Cadiz 5,,True,33.744089,33.744089,False,-115.378175,-115.378175,False,0.0,present,present,False,,Cadiz Valley,True,Chuckwalla Valley,"abandoned; 14"" steel","abandoned, 14"" steel",False,coordinate_within_5m,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,one or more reconciled attributes differ from current BRIM; unresolved attribute documented in human-review file,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 125
mojave_fieldcheck_r126,mojave2025_126,126,99,UPDATE,Danby 1,,True,33.845106,33.845106,False,-115.382512,-115.382512,False,0.0,present,present,False,,Chuckwalla Valley,True,Chuckwalla Valley,"7'x10' concrete pad; 14"" steel","7'x10' concrete pad, 14"" steel",False,coordinate_within_5m,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,one or more reconciled attributes differ from current BRIM; unresolved attribute documented in human-review file,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 126
mojave_fieldcheck_r127,mojave2025_127,127,96,UPDATE,Danby 2,,True,33.856747,33.856747,False,-115.238553,-115.238553,False,0.0,present,present,False,,Chuckwalla Valley,True,Chuckwalla Valley,"18"" steel outer; 12"" inner; steel; abandoned; debris in well; water present. Not on BLM property","18"" steel outer, 12"" inner, steel, abandoned, debris in well, water present.  Not on BLM property",False,coordinate_within_5m,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,one or more reconciled attributes differ from current BRIM; unresolved attribute documented in human-review file,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 127
mojave_fieldcheck_r128,mojave2025_128,128,14,UPDATE,Rice 1,Rice 1,False,34.0844136,34.0844136,False,-114.8488759,-114.8488759,False,0.0,not_found,not_found,False,,Chemehuevi Valley,True,Rice Valley,3' diameter culvert; vertically oriented,"3' diameter culvert, vertically oriented",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 128
mojave_fieldcheck_r129,mojave2025_129,129,15,UPDATE,Cox 1,Cox 1,False,33.7993034,33.7993034,False,-114.7666194,-114.7666194,False,0.0,not_found,not_found,False,,Chemehuevi Valley,True,Palo Verde Mesa,dilapidated tank and trough,dilapidated tank and trough,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 129
mojave_fieldcheck_r130,mojave2025_130,130,109,KEEP,Chuckwalla 1,Chuckwalla 1,False,33.7366664,33.7366664,False,-115.3609753,-115.3609753,False,0.0,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,"Nat'l Chloride well; locked; 8"" steel","Nat'l Chloride well, locked, 8"" steel",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 130
mojave_fieldcheck_r131,mojave2025_131,131,110,KEEP,Chuckwalla 2,Chuckwalla 2,False,33.7366062,33.7366062,False,-115.3179242,-115.3179242,False,0.0,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,"Nat'l Chloride well; locked; 4"" steel","Nat'l Chloride well, locked, 4"" steel",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 131
mojave_fieldcheck_r132,mojave2025_132,132,105,KEEP,Chuckwalla 3,Chuckwalla 3,False,33.7082747,33.7082747,False,-115.2597374,-115.2597374,False,0.0,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,"locked; 8"" steel; production well; active","locked, 8"" steel, production well, active",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 132
mojave_fieldcheck_r133,mojave2025_133,133,106,KEEP,Chuckwalla 4,Chuckwalla 4,False,33.6914297,33.6914297,False,-115.2692749,-115.2692749,False,0.0,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,"locked; 8"" steel; production well; active","locked, 8"" steel, production well, active",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 133
mojave_fieldcheck_r134,mojave2025_134,134,25,KEEP,Chuckwalla 5a,Chuckwalla 5a,False,33.7155608,33.7155608,False,-115.2433759,-115.2433759,False,0.0,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,windmill; pump and well. Not accessible for sounding; residences downhill from well; appears active,"windmill, pump and well.  Not accessible for sounding, residences downhill from well, appears active",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 134
mojave_fieldcheck_r135,mojave2025_135,135,"27, 28",UPDATE,Chuckwalla 5b,Chuckwalla 5b,False,34.712737,34.712737,False,-115.125172,-115.125172,False,0.0,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Fenner Valley,"6"" steel outer; 4"" PVC inner; appears recently installed; residences downhill from well","Discovered during field recon.  6"" steel outer, 4"" PVC inner, appears recently installed, residences downhill from well",True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,LOW / UNRESOLVED,one or more reconciled attributes differ from current BRIM; unresolved attribute documented in human-review file,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 135
mojave_fieldcheck_r136,mojave2025_136,136,26,UPDATE,Chuckwalla 5c,Chuckwalla 5c,False,34.712737,34.712737,False,-115.125172,-115.125172,False,0.0,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Fenner Valley,defunct windmill with 4' dia. hole. Timbers in hole; depth unknown; dangerous; residences downwhill from well,"Discovered during field recon.  Defunct windmill with 4' dia. hole.  Timbers in hole, depth unknown, dangerous, residences downwhill from well",True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,LOW / UNRESOLVED,one or more reconciled attributes differ from current BRIM; unresolved attribute documented in human-review file,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 136
mojave_fieldcheck_r137,,137,153,ADD,,EW-7 (Tetra),False,,34.5149057333333,False,,-115.654173716666,False,,,present,False,,Bristol Valley,False,Bristol Valley,,"on Tetra work area, access thru main entrance off Amboy, 5 mi E of Amboy, 1 mi S of RR tracks",False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,accepted report site is absent from current processed BRIM authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 137
mojave_fieldcheck_r138,,138,150,ADD,,K Well (Tetra),False,,34.5104433196095,False,,-115.647248941293,False,,,present,False,,Bristol Valley,False,Bristol Valley,,"on Tetra work area, access thru main entrance off Amboy, 5 mi E of Amboy, 1 mi S of RR tracks",False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,accepted report site is absent from current processed BRIM authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 138
mojave_fieldcheck_r139,,139,149,ADD,,EW-9 (Tetra),False,,34.5096422666666,False,,-115.645991466666,False,,,present,False,,Bristol Valley,False,Bristol Valley,,"on Tetra work area, access thru main entrance off Amboy, 5 mi E of Amboy, 1 mi S of RR tracks",False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,accepted report site is absent from current processed BRIM authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 139
mojave_fieldcheck_r140,,140,159,ADD,,TW-1 (Tetra),False,,34.2635652666666,False,,-115.369065516666,False,,,present,False,,Cadiz Valley,False,Cadiz Valley,,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,accepted report site is absent from current processed BRIM authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 140
mojave_fieldcheck_r141,,141,158,ADD,,LW-12 (Tetra),False,,34.2868116,False,,-115.3867888,False,,,present,False,,Cadiz Valley,False,Cadiz Valley,,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,accepted report site is absent from current processed BRIM authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 141
mojave_fieldcheck_r142,,142,157,ADD,,DW-2 (Tetra),False,,34.3055153,False,,-115.4075579333,False,,,present,False,,Cadiz Valley,False,Cadiz Valley,,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,accepted report site is absent from current processed BRIM authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 142
mojave_fieldcheck_r143,,143,156,ADD,,Hill North Well 1 (Tetra),False,,34.3261413833,False,,-115.4216325,False,,,present,False,,Cadiz Valley,False,Cadiz Valley,,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,accepted report site is absent from current processed BRIM authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 143
mojave_fieldcheck_r144,,144,155,ADD,,Hill North Well 5 (Tetra),False,,34.33161502,False,,-115.411748315483,False,,,present,False,,Cadiz Valley,False,Cadiz Valley,,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,accepted report site is absent from current processed BRIM authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 144
mojave_fieldcheck_r145,mojave2025_138,145,160,UPDATE,,,False,34.531407,34.5314072666666,False,-115.649057,-115.649057066666,False,0.030274345547146832,present,present,False,,Bristol Valley,True,Bristol Valley,"10"" stove pipe; 2"" PVC casing; 4'x4' pad; along RR tracks; E of Saltus; S of 66","2.5 mi E of Saltus, N of RR Tracks 100'",True,coordinate_within_5m,exact coordinate and measurement match; Field Maps No. 160 preserved,HIGH for physical site; final name unresolved,one or more reconciled attributes differ from current BRIM; physical site is resolved; final name and old BRIM source_record_id remain incomplete,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 145
mojave_fieldcheck_r036,mojave2025_36,36,6; 7,REMOVE_DUPLICATE,3.42641E+14,,False,34.44415,,False,-114.478857,,False,,not_found,,False,Chemehuevi Valley,,False,,See Record 34; no other features found during reconnaissance,,False,RDS report record number/source row,duplicate of retained report record 34,HIGH,Record 36 note says 'See Record 34'; coordinates coincide and Field Maps references overlap,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,duplicate record 36; retain 34
mojave_fieldcheck_r065,mojave2025_65,65,88,REMOVE_DUPLICATE,Hopkins Well,,False,33.60546,,False,-115.003276,,False,,not_found,,False,Chuckwalla Valley,,False,,No well,,False,RDS report record number/source row,duplicate of retained report record 64,HIGH,Table 2 explicitly says Duplicate of Record 64,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,duplicate record 65; retain 64
