agency,program,theme,external_group,external_group_order,external_subgroup,external_subgroup_order,external_layer_id,display_name,primary_panel,service_type,service_url,supports_popups,default_clickable,default_opacity,notes,source_page,geographic_scope,pt2_usage_note,priority,default_load_mode,where_clause,large_layer_warning,min_zoom_live,min_zoom_current_view,legend_url,legend_note,popup_fields,popup_aliases,popup_link_template,popup_link_label,identify_url,hover_fields,hover_aliases,hover_bold_fields,hover_no_label_fields,hover_round_fields,hover_show_native_field_names,default_label_field,out_fields,best_use,useful_for_visualization,style_field_candidates,default_style_field,default_style_method,style_units,style_legend_title,style_direction,field_curation_notes,show_native_field_names,load_badge,load_badge_override,load_score,load_score_override,load_note,load_audit_basis,load_n_tests,load_success_rate,load_median_seconds,load_p90_seconds,load_max_seconds,load_feature_cap_rate
NOAA / NWS / SPC,Storm Prediction Center fire weather,Fire weather,Weather Forecasts,200,Fire weather,20,EXT067,SPC fire wx | Day 1 dry thunder,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/2,True,True,0.58,"SPC Day 1 dry-thunderstorm fire-weather outlook polygon. Forecast/outlook product; not a warning, incident perimeter, or observed condition. NOAA map-service imagery can be slow or intermittently blank; if the row stays loading or no polygons appear, wait briefly, clear/retry, or check whether an active outlook exists for the view.",https://www.spc.noaa.gov/products/fire_wx/,CONUS; includes California where outlook polygons are present,"Forecast/outlook screening layer. Use the official SPC page for current text, issuance context, and caveats.",227,current_view,,"Server-rendered outlook polygon layer. If blank, check the official source page; no polygon may intersect the current view.",,,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/legend,Official SPC/NOAA fire-weather outlook legend.,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific;spc_valid_utc;spc_expire_utc;idp_filedate;idp_ingestdate;idp_source,spc_category=Fire-weather category;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through;spc_valid_utc=Provider/UTC valid from;spc_expire_utc=Provider/UTC valid through;idp_filedate=GIS file date;idp_ingestdate=GIS ingest date;idp_source=GIS source,https://www.spc.noaa.gov/products/fire_wx/,Open SPC fire-weather outlook page,,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific,spc_category=Fire wx;spc_interpretation=Meaning;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through,spc_category,spc_category,,,,dn;label;label2;valid;expire;idp_filedate;idp_ingestdate;idp_source;objectid,Fire-weather outlook context near a project area or incident-support area.,Useful operational forecast context; later symbol/legend polish may improve map readability.,,spc_category,spc_forecast_category,,SPC fire-weather category,,EL_003y: SPC hover uses Pacific time and BRIM-friendly category interpretation; popup includes Pacific and provider/UTC time. Category translated from label2/label/dn in BRIM.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.12 sec; p90 0.12 sec; max features 1).,BRIM load audit 2026-07,10.0,1.0,0.116039991378784,0.121765327453613,0.126268863677979,0.0
NOAA / NWS / SPC,Storm Prediction Center fire weather,Fire weather,Weather Forecasts,200,Fire weather,20,EXT068,SPC fire wx | Day 2 wind / low RH,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/4,True,True,0.58,"SPC Day 2 wind/low-humidity fire-weather outlook polygon. Forecast/outlook product; not a warning, incident perimeter, or observed condition. NOAA map-service imagery can be slow or intermittently blank; if the row stays loading or no polygons appear, wait briefly, clear/retry, or check whether an active outlook exists for the view.",https://www.spc.noaa.gov/products/fire_wx/,CONUS; includes California where outlook polygons are present,"Forecast/outlook screening layer. Use the official SPC page for current text, issuance context, and caveats.",228,current_view,,"Server-rendered outlook polygon layer. If blank, check the official source page; no polygon may intersect the current view.",,,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/legend,Official SPC/NOAA fire-weather outlook legend.,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific;spc_valid_utc;spc_expire_utc;idp_filedate;idp_ingestdate;idp_source,spc_category=Fire-weather category;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through;spc_valid_utc=Provider/UTC valid from;spc_expire_utc=Provider/UTC valid through;idp_filedate=GIS file date;idp_ingestdate=GIS ingest date;idp_source=GIS source,https://www.spc.noaa.gov/products/fire_wx/,Open SPC fire-weather outlook page,,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific,spc_category=Fire wx;spc_interpretation=Meaning;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through,spc_category,spc_category,,,,dn;label;label2;valid;expire;idp_filedate;idp_ingestdate;idp_source;objectid,Fire-weather outlook context for near-term planning.,Useful operational forecast context; later symbol/legend polish may improve map readability.,,spc_category,spc_forecast_category,,SPC fire-weather category,,EL_003y: SPC hover uses Pacific time and BRIM-friendly category interpretation; popup includes Pacific and provider/UTC time. Category translated from label2/label/dn in BRIM.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.12 sec; p90 0.13 sec; max features 1).,BRIM load audit 2026-07,10.0,1.0,0.118011951446533,0.128369975090027,0.130234003067017,0.0
NOAA / NWS / SPC,Storm Prediction Center fire weather,Fire weather,Weather Forecasts,200,Fire weather,20,EXT069,SPC fire wx | Day 2 dry thunder,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/5,True,True,0.58,"SPC Day 2 dry-thunderstorm fire-weather outlook polygon. Forecast/outlook product; not a warning, incident perimeter, or observed condition. NOAA map-service imagery can be slow or intermittently blank; if the row stays loading or no polygons appear, wait briefly, clear/retry, or check whether an active outlook exists for the view.",https://www.spc.noaa.gov/products/fire_wx/,CONUS; includes California where outlook polygons are present,"Forecast/outlook screening layer. Use the official SPC page for current text, issuance context, and caveats.",229,current_view,,"Server-rendered outlook polygon layer. If blank, check the official source page; no polygon may intersect the current view.",,,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/legend,Official SPC/NOAA fire-weather outlook legend.,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific;spc_valid_utc;spc_expire_utc;idp_filedate;idp_ingestdate;idp_source,spc_category=Fire-weather category;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through;spc_valid_utc=Provider/UTC valid from;spc_expire_utc=Provider/UTC valid through;idp_filedate=GIS file date;idp_ingestdate=GIS ingest date;idp_source=GIS source,https://www.spc.noaa.gov/products/fire_wx/,Open SPC fire-weather outlook page,,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific,spc_category=Fire wx;spc_interpretation=Meaning;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through,spc_category,spc_category,,,,dn;label;label2;valid;expire;idp_filedate;idp_ingestdate;idp_source;objectid,Fire-weather outlook context for near-term planning.,Useful operational forecast context; later symbol/legend polish may improve map readability.,,spc_category,spc_forecast_category,,SPC fire-weather category,,EL_003y: SPC hover uses Pacific time and BRIM-friendly category interpretation; popup includes Pacific and provider/UTC time. Category translated from label2/label/dn in BRIM.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.12 sec; p90 0.13 sec; max features 1).,BRIM load audit 2026-07,10.0,1.0,0.117406010627747,0.126506853103638,0.132993936538696,0.0
NOAA / NWS / SPC,Storm Prediction Center fire weather,Fire weather,Weather Forecasts,200,Fire weather,20,EXT073,SPC fire wx | Day 3 wind / low RH,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/8,True,True,0.58,"SPC Day 3 wind/low-humidity fire-weather outlook polygon. Forecast/outlook product; not a warning, incident perimeter, or observed condition. NOAA map-service imagery can be slow or intermittently blank; if the row stays loading or no polygons appear, wait briefly, clear/retry, or check whether an active outlook exists for the view.",https://www.spc.noaa.gov/products/fire_wx/,CONUS; includes California where outlook polygons are present,"Forecast/outlook screening layer. Use the official SPC page for current text, issuance context, and caveats.",230,current_view,,"Server-rendered outlook polygon layer. If blank, check the official source page; no polygon may intersect the current view.",,,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/legend,Official SPC/NOAA fire-weather outlook legend.,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific;spc_valid_utc;spc_expire_utc;idp_filedate;idp_ingestdate;idp_source,spc_category=Fire-weather category;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through;spc_valid_utc=Provider/UTC valid from;spc_expire_utc=Provider/UTC valid through;idp_filedate=GIS file date;idp_ingestdate=GIS ingest date;idp_source=GIS source,https://www.spc.noaa.gov/products/fire_wx/,Open SPC fire-weather outlook page,,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific,spc_category=Fire wx;spc_interpretation=Meaning;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through,spc_category,spc_category,,,,dn;label;label2;valid;expire;idp_filedate;idp_ingestdate;idp_source;objectid,Fire-weather outlook context near a project area or incident-support area.,Useful operational forecast context; later symbol/legend polish may improve map readability.,,spc_category,spc_forecast_category,,SPC fire-weather category,,EL_003y: SPC hover uses Pacific time and BRIM-friendly category interpretation; popup includes Pacific and provider/UTC time. Category translated from label2/label/dn in BRIM.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.11 sec; p90 0.11 sec; max features 1).,BRIM load audit 2026-07,10.0,1.0,0.109624028205872,0.113322496414185,0.116054058074951,0.0
NOAA / NWS / SPC,Storm Prediction Center fire weather,Fire weather,Weather Forecasts,200,Fire weather,20,EXT071,SPC fire wx | Day 3 dry thunder,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/7,True,True,0.58,"SPC Day 3 dry-thunderstorm fire-weather outlook polygon. Forecast/outlook product; not a warning, incident perimeter, or observed condition. NOAA map-service imagery can be slow or intermittently blank; if the row stays loading or no polygons appear, wait briefly, clear/retry, or check whether an active outlook exists for the view.",https://www.spc.noaa.gov/products/fire_wx/,CONUS; includes California where outlook polygons are present,"Forecast/outlook screening layer. Use the official SPC page for current text, issuance context, and caveats.",231,current_view,,"Server-rendered outlook polygon layer. If blank, check the official source page; no polygon may intersect the current view.",,,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/legend,Official SPC/NOAA fire-weather outlook legend.,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific;spc_valid_utc;spc_expire_utc;idp_filedate;idp_ingestdate;idp_source,spc_category=Fire-weather category;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through;spc_valid_utc=Provider/UTC valid from;spc_expire_utc=Provider/UTC valid through;idp_filedate=GIS file date;idp_ingestdate=GIS ingest date;idp_source=GIS source,https://www.spc.noaa.gov/products/fire_wx/,Open SPC fire-weather outlook page,,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific,spc_category=Fire wx;spc_interpretation=Meaning;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through,spc_category,spc_category,,,,dn;label;label2;valid;expire;idp_filedate;idp_ingestdate;idp_source;objectid,Fire-weather outlook context near a project area or incident-support area.,Useful operational forecast context; later symbol/legend polish may improve map readability.,,spc_category,spc_forecast_category,,SPC fire-weather category,,EL_003y: SPC hover uses Pacific time and BRIM-friendly category interpretation; popup includes Pacific and provider/UTC time. Category translated from label2/label/dn in BRIM.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.11 sec; p90 0.11 sec; max features 0).,BRIM load audit 2026-07,10.0,1.0,0.109861373901367,0.114749383926392,0.118461132049561,0.0
NOAA / NWS / SPC,Storm Prediction Center fire weather,Fire weather,Weather Forecasts,200,Fire weather,20,EXT075,SPC fire wx | Day 4 wind / low RH,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/11,True,True,0.58,"SPC Day 4 wind/low-humidity fire-weather outlook polygon. Longer-range outlook; not a warning, incident perimeter, or observed condition. NOAA map-service imagery can be slow or intermittently blank; if the row stays loading or no polygons appear, wait briefly, clear/retry, or check whether an active outlook exists for the view.",https://www.spc.noaa.gov/products/fire_wx/,CONUS; includes California where outlook polygons are present,"Forecast/outlook screening layer. Use the official SPC page for current text, issuance context, and caveats.",232,current_view,,"Server-rendered outlook polygon layer. If blank, check the official source page; no polygon may intersect the current view.",,,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/legend,Official SPC/NOAA fire-weather outlook legend.,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific;spc_valid_utc;spc_expire_utc;idp_filedate;idp_ingestdate;idp_source,spc_category=Fire-weather category;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through;spc_valid_utc=Provider/UTC valid from;spc_expire_utc=Provider/UTC valid through;idp_filedate=GIS file date;idp_ingestdate=GIS ingest date;idp_source=GIS source,https://www.spc.noaa.gov/products/fire_wx/,Open SPC fire-weather outlook page,,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific,spc_category=Fire wx;spc_interpretation=Meaning;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through,spc_category,spc_category,,,,dn;label;label2;valid;expire;idp_filedate;idp_ingestdate;idp_source;objectid,Fire-weather outlook context near a project area or incident-support area.,Useful operational forecast context; later symbol/legend polish may improve map readability.,,spc_category,spc_forecast_category,,SPC fire-weather category,,EL_003y: SPC hover uses Pacific time and BRIM-friendly category interpretation; popup includes Pacific and provider/UTC time. Category translated from label2/label/dn in BRIM.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.11 sec; p90 0.12 sec; max features 1).,BRIM load audit 2026-07,10.0,1.0,0.112882018089294,0.11903178691864,0.121270895004272,0.0
NOAA / NWS / SPC,Storm Prediction Center fire weather,Fire weather,Weather Forecasts,200,Fire weather,20,EXT076,SPC fire wx | Day 5 wind / low RH,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/14,True,True,0.58,"SPC Day 5 wind/low-humidity fire-weather outlook polygon. Longer-range outlook; not a warning, incident perimeter, or observed condition. NOAA map-service imagery can be slow or intermittently blank; if the row stays loading or no polygons appear, wait briefly, clear/retry, or check whether an active outlook exists for the view.",https://www.spc.noaa.gov/products/fire_wx/,CONUS; includes California where outlook polygons are present,"Forecast/outlook screening layer. Use the official SPC page for current text, issuance context, and caveats.",233,current_view,,"Server-rendered outlook polygon layer. If blank, check the official source page; no polygon may intersect the current view.",,,https://mapservices.weather.noaa.gov/vector/rest/services/fire_weather/SPC_firewx/MapServer/legend,Official SPC/NOAA fire-weather outlook legend.,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific;spc_valid_utc;spc_expire_utc;idp_filedate;idp_ingestdate;idp_source,spc_category=Fire-weather category;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through;spc_valid_utc=Provider/UTC valid from;spc_expire_utc=Provider/UTC valid through;idp_filedate=GIS file date;idp_ingestdate=GIS ingest date;idp_source=GIS source,https://www.spc.noaa.gov/products/fire_wx/,Open SPC fire-weather outlook page,,spc_category;spc_interpretation;spc_valid_pacific;spc_expire_pacific,spc_category=Fire wx;spc_interpretation=Meaning;spc_valid_pacific=Valid from;spc_expire_pacific=Valid through,spc_category,spc_category,,,,dn;label;label2;valid;expire;idp_filedate;idp_ingestdate;idp_source;objectid,Fire-weather outlook context near a project area or incident-support area.,Useful operational forecast context; later symbol/legend polish may improve map readability.,,spc_category,spc_forecast_category,,SPC fire-weather category,,EL_003y: SPC hover uses Pacific time and BRIM-friendly category interpretation; popup includes Pacific and provider/UTC time. Category translated from label2/label/dn in BRIM.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.11 sec; p90 0.12 sec; max features 1).,BRIM load audit 2026-07,10.0,1.0,0.112860560417175,0.119693183898926,0.1213059425354,0.0
NOAA / NWS / SPC,Storm Prediction Center mesoscale discussions,Misc./Discussion,Weather Forecasts,200,Misc./Discussion,30,EXT080,SPC mesoscale discussions,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/spc_mesoscale_discussion/MapServer/0,True,True,0.55,"SPC mesoscale discussion polygons. Forecast/discussion product; not a warning or observed condition. NOAA map-service imagery can be slow or intermittently blank; if the row stays loading or no polygons appear, wait briefly, clear/retry, or check whether an active outlook exists for the view.",https://www.spc.noaa.gov/products/md/,CONUS; includes California where MD polygons are present,Short-term SPC discussion context. Use the official SPC MD page for full text and status.,250,current_view,,Server-rendered discussion polygon layer. It may be blank when no active discussion intersects the current map view.,,,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/spc_mesoscale_discussion/MapServer/legend,Official SPC/NOAA service legend.,name;idp_filedate;idp_ingestdate;idp_source,name=Discussion;idp_filedate=GIS file date;idp_ingestdate=GIS ingest date;idp_source=GIS source,https://www.spc.noaa.gov/products/md/,Open SPC mesoscale discussion page,,name;idp_filedate,name=Discussion;idp_filedate=GIS file date,name,name,,,,name;idp_filedate;idp_ingestdate;idp_source;objectid,Short-term severe/fire-weather discussion context when an SPC discussion is active over or near California.,Useful but intermittent; layer may often be blank over California.,,,spc_forecast_category,,SPC mesoscale discussion,,EL_003y: SPC MD hover/popup tuned with official SPC MD page link.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.11 sec; p90 0.12 sec; max features 0).,BRIM load audit 2026-07,10.0,1.0,0.112089037895203,0.116922736167908,0.120987892150879,0.0
NOAA / NWS / WPC,Winter Storm Severity Index,Winter weather,Weather Forecasts,200,Winter weather,40,EXT125,WPC WSSI overall impact | Day 1,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/wpc_wssi/MapServer/1,True,True,0.55,WPC Winter Storm Severity Index overall impact forecast layer for Day 1. Impact-based forecast product; not an observed condition layer.,https://www.wpc.ncep.noaa.gov/wwd/wssi/wssi.php,CONUS,"Use as broad winter-travel/impact context, especially for higher-elevation project areas.",B,visual,,"Server-rendered public NOAA/NWS image layer. If blank, there may be no current product over the view or the service may be slow.",,,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/wpc_wssi/MapServer/legend,Use WPC WSSI provider legend.,valid_time;idp_filedate;idp_ingestdate;idp_source;objectid,Valid time;Issued;Ingested;Source;Object ID,,,,valid_time;idp_filedate,Valid;Issued,valid_time,,,,,*,Winter storm impact forecast context.,yes,,,,,WSSI overall impact,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.16 sec; p90 0.23 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.164433002471924,0.234758591651916,0.236123085021973,0.0
NOAA / NWS / WPC,Winter Storm Severity Index,Winter weather,Weather Forecasts,200,Winter weather,40,EXT126,WPC WSSI overall impact | Day 2,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/wpc_wssi/MapServer/2,True,True,0.55,WPC Winter Storm Severity Index overall impact forecast layer for Day 2. Impact-based forecast product; not an observed condition layer.,https://www.wpc.ncep.noaa.gov/wwd/wssi/wssi.php,CONUS,"Use as broad winter-travel/impact context, especially for higher-elevation project areas.",B,visual,,"Server-rendered public NOAA/NWS image layer. If blank, there may be no current product over the view or the service may be slow.",,,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/wpc_wssi/MapServer/legend,Use WPC WSSI provider legend.,valid_time;idp_filedate;idp_ingestdate;idp_source;objectid,Valid time;Issued;Ingested;Source;Object ID,,,,valid_time;idp_filedate,Valid;Issued,valid_time,,,,,*,Winter storm impact forecast context.,yes,,,,,WSSI overall impact,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.16 sec; p90 0.17 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.160202145576477,0.17144467830658,0.195292949676514,0.0
NOAA / NWS / WPC,Winter Storm Severity Index,Winter weather,Weather Forecasts,200,Winter weather,40,EXT127,WPC WSSI overall impact | Day 3,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/wpc_wssi/MapServer/3,True,True,0.55,WPC Winter Storm Severity Index overall impact forecast layer for Day 3. Impact-based forecast product; not an observed condition layer.,https://www.wpc.ncep.noaa.gov/wwd/wssi/wssi.php,CONUS,"Use as broad winter-travel/impact context, especially for higher-elevation project areas.",B,visual,,"Server-rendered public NOAA/NWS image layer. If blank, there may be no current product over the view or the service may be slow.",,,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/wpc_wssi/MapServer/legend,Use WPC WSSI provider legend.,valid_time;idp_filedate;idp_ingestdate;idp_source;objectid,Valid time;Issued;Ingested;Source;Object ID,,,,valid_time;idp_filedate,Valid;Issued,valid_time,,,,,*,Winter storm impact forecast context.,yes,,,,,WSSI overall impact,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.17 sec; p90 0.18 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.173272609710693,0.183566784858704,0.205019950866699,0.0
NOAA / NWS / WPC,Winter Storm Severity Index,Winter weather,Weather Forecasts,200,Winter weather,40,EXT128,WPC WSSI overall impact | Days 1-3,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/wpc_wssi/MapServer/4,True,True,0.55,WPC Winter Storm Severity Index overall impact forecast layer for Days 1-3. Impact-based forecast product; not an observed condition layer.,https://www.wpc.ncep.noaa.gov/wwd/wssi/wssi.php,CONUS,"Use as broad winter-travel/impact context, especially for higher-elevation project areas.",B,visual,,"Server-rendered public NOAA/NWS image layer. If blank, there may be no current product over the view or the service may be slow.",,,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/wpc_wssi/MapServer/legend,Use WPC WSSI provider legend.,valid_time;idp_filedate;idp_ingestdate;idp_source;objectid,Valid time;Issued;Ingested;Source;Object ID,,,,valid_time;idp_filedate,Valid;Issued,valid_time,,,,,*,Winter storm impact forecast context.,yes,,,,,WSSI overall impact,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.15 sec; p90 0.18 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.151669979095459,0.176866436004639,0.193357944488525,0.0
NOAA / NWS / CPC,Climate Prediction Center,CPC monthly / seasonal,Weather Outlooks,210,CPC monthly / seasonal,10,EXT139,CPC 1-month temperature outlook,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/cpc_mthly_temp_outlk/MapServer/0,True,True,0.72,CPC outlook polygons. Use as broad planning context; not a site-specific forecast.,https://www.cpc.ncep.noaa.gov/products/predictions/long_range/lead14/off15_temp.gif,United States,"Zoom/pan to the region of interest, then add or refresh. The layer is a static current-view snapshot. Hover shows category/probability; popup links to the CPC 1-month outlook page.",10,current_view,,,,,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/cpc_mthly_temp_outlk/MapServer/legend,Official CPC probability/category color legend. Temperature and precipitation use different color ramps; open the legend/source page when interpreting colors.,cat;prob;fcst_date;idp_filedate;idp_source,cat=Category;prob=Probability;fcst_date=Forecast issued;idp_filedate=IDP file date;idp_source=Source,https://www.cpc.ncep.noaa.gov/products/predictions/long_range/lead14/,Open CPC 1-month outlook page,,cat;prob;fcst_date,cat=Category;prob=Probability;fcst_date=Issued,cat;prob,cat,,False,cat,cat;prob;fcst_date;start_date;end_date;idp_filedate;idp_ingestdate,Official CPC probability/category outlook with source colors preserved and identify-enabled hover/click attributes.,Near-term climate outlook screening: temperature and precipitation probability/category context.,,cat;prob,cpc_outlook,temperature,CPC outlook probability,category_probability,Current-view polygons are styled locally by cat/prob to avoid fragile MapServer image/identify behavior.,False,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.43 sec; p90 0.49 sec; max features 2).,BRIM load audit 2026-07,10.0,1.0,0.428381085395813,0.492062926292419,0.678659915924072,0.0
NOAA / NWS / CPC,Climate Prediction Center,CPC monthly / seasonal,Weather Outlooks,210,CPC monthly / seasonal,10,EXT140,CPC 1-month precipitation outlook,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/cpc_mthly_precip_outlk/MapServer/0,True,True,0.72,CPC outlook polygons. Use as broad planning context; not a site-specific forecast.,https://www.cpc.ncep.noaa.gov/products/predictions/long_range/lead14/off15_prcp.gif,United States,"Zoom/pan to the region of interest, then add or refresh. The layer is a static current-view snapshot. Hover shows category/probability; popup links to the CPC 1-month outlook page.",11,current_view,,,,,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/cpc_mthly_precip_outlk/MapServer/legend,Official CPC probability/category color legend. Temperature and precipitation use different color ramps; open the legend/source page when interpreting colors.,cat;prob;fcst_date;idp_filedate;idp_source,cat=Category;prob=Probability;fcst_date=Forecast issued;idp_filedate=IDP file date;idp_source=Source,https://www.cpc.ncep.noaa.gov/products/predictions/long_range/lead14/,Open CPC 1-month outlook page,,cat;prob;fcst_date,cat=Category;prob=Probability;fcst_date=Issued,cat;prob,cat,,False,cat,cat;prob;fcst_date;start_date;end_date;idp_filedate;idp_ingestdate,Official CPC probability/category outlook with source colors preserved and identify-enabled hover/click attributes.,Near-term climate outlook screening: temperature and precipitation probability/category context.,,cat;prob,cpc_outlook,precipitation,CPC outlook probability,category_probability,Current-view polygons are styled locally by cat/prob to avoid fragile MapServer image/identify behavior.,False,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.78 sec; p90 0.81 sec; max features 3).,BRIM load audit 2026-07,10.0,1.0,0.777706027030945,0.806198477745056,0.825165987014771,0.0
NOAA / NWS / CPC,Climate Prediction Center,CPC monthly / seasonal,Weather Outlooks,210,CPC monthly / seasonal,10,EXT141,CPC 3-month temperature outlook,external,map,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/cpc_sea_temp_outlk/MapServer/0,True,True,0.72,CPC outlook polygons. Use as broad planning context; not a site-specific forecast.,https://www.cpc.ncep.noaa.gov/products/predictions/long_range/lead01/off01_temp.gif,United States,"Zoom/pan to the region of interest, then add or refresh. The layer is a static current-view snapshot. Hover shows category/probability; popup links to the CPC 3-month outlook page.",20,current_view,,,,,https://mapservices.weather.noaa.gov/vector/rest/services/outlooks/cpc_sea_temp_outlk/MapServer/legend,Official CPC probability/category color legend. Temperature and precipitation use different color ramps; open the legend/source page when interpreting colors.,cat;prob;valid_seas;fcst_date;idp_filedate;idp_source,cat=Category;prob=Probability;valid_seas=Valid season;fcst_date=Forecast issued;idp_filedate=IDP file date;idp_source=Source,https://www.cpc.ncep.noaa.gov/products/predictions/long_range/seasonal.php?lead=1,Open CPC 3-month outlook page,,cat;prob;valid_seas,cat=Category;prob=Probability;valid_seas=Valid season,cat;prob,cat,,False,cat,cat;prob;fcst_date;start_date;end_date;idp_filedate;idp_ingestdate,Official CPC probability/category outlook with source colors preserved and identify-enabled hover/click attributes.,Near-term climate outlook screening: temperature and precipitation probability/category context.,,cat;prob,cpc_outlook,temperature,CPC outlook probability,category_probability,Current-view polygons are styled locally by cat/prob to avoid fragile MapServer image/identify behavior.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.25 sec; p90 0.34 sec; max features 3).,BRIM load audit 2026-07,10.0,1.0,0.249388575553894,0.33980085849762,0.369168043136597,0.0
