document_id,wilderness_id,component_id,document_title,document_type,agency,publication_date,geographic_scope,document_url,landing_page_url,authority_level,wilderness_wide_or_component_specific,last_verified,notes
doc-f05c75b3ba44,fw-1706,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,John Muir Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-fa2613bf366d,fw-1706,,High Sierra Hikers Association v. Powell,court opinion,"U.S. District Court, Northern District of California",2001-01-01,John Muir Wilderness,https://law.justia.com/cases/federal/district-courts/FSupp2/150/1023/2468348/,https://law.justia.com/cases/federal/district-courts/FSupp2/150/1023/2468348/,11 - court opinion / legal database,wilderness-wide issue,2026-08-04,"Challenge involving Forest Service commercial packstock permitting, NEPA, and Wilderness Act issues in the Ansel Adams and John Muir Wildernesses. Citation: 150 F. Supp. 2d 1023; docket: C-00-01239-EDL."
doc-33fdd1fa1d5c,fw-1706,,High Sierra Hikers Association v. Blackwell,court opinion,U.S. Court of Appeals for the Ninth Circuit,2004-01-01,John Muir Wilderness,https://law.justia.com/cases/federal/appellate-courts/F3/390/630/506649/,https://law.justia.com/cases/federal/appellate-courts/F3/390/630/506649/,11 - court opinion / legal database,wilderness-wide issue,2026-08-04,"Appeal concerning Forest Service commercial packstock permits, NEPA analysis, and Wilderness Act constraints affecting the Ansel Adams and John Muir Wildernesses. Citation: 390 F.3d 630; docket: 02-15504."
doc-d54a23adb7ec,fw-1720,,Joshua Tree Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Joshua Tree Wilderness,https://wilderness.net/visit-wilderness/?ID=279,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-a581cffa8b4d,fw-1720,,Public Law 94-567 — National Park System wilderness designations,public law,U.S. Congress,1976-10-20,Joshua Tree Wilderness,https://www.govinfo.gov/content/pkg/PLAW-94publ567/html/PLAW-94publ567.htm,https://www.govinfo.gov/content/pkg/PLAW-94publ567/html/PLAW-94publ567.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-929209abd33e,fw-1720,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Joshua Tree Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-0854bd9f9bdf,fw-1720,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Joshua Tree Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-b5b6baaa2e1c,fw-1720,,Joshua Tree National Park Wilderness,official wilderness webpage,National Park Service,,Joshua Tree Wilderness,https://www.nps.gov/jotr/learn/wilderness.htm,https://www.nps.gov/jotr/learn/wilderness.htm,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-53e75d7d9d2d,fw-1720,,Joshua Tree National Park Wilderness Stewardship Plan and Environmental Assessment,wilderness management plan,National Park Service,2022-01-01,Joshua Tree Wilderness,https://parkplanning.nps.gov/document.cfm?parkID=310&projectID=63961&documentID=117971,https://parkplanning.nps.gov/projectHome.cfm?projectID=63961,5 - official management document,wilderness-wide,2026-08-04,Current status and amendments should be rechecked before relying on visitor rules.
doc-fbc1cebf093a,fw-1734,,Kaiser Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Kaiser Wilderness,https://wilderness.net/visit-wilderness/?ID=286,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b49fc232dabc,fw-1734,,Public Law 94-557 — Wilderness designations act,public law,U.S. Congress,1976-10-19,Kaiser Wilderness,https://www.govinfo.gov/content/pkg/PLAW-94publ557/html/PLAW-94publ557.htm,https://www.govinfo.gov/content/pkg/PLAW-94publ557/html/PLAW-94publ557.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-f82e1d21923d,fw-1763,,Kelso Dunes Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Kelso Dunes Wilderness,https://wilderness.net/visit-wilderness/?ID=291,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-962fd751d8d0,fw-1763,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Kelso Dunes Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-ed55a4cb69bc,fw-1778,,Kiavah Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Kiavah Wilderness,https://wilderness.net/visit-wilderness/?ID=294,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-63c759bf546b,fw-1778,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Kiavah Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-0cd431fb8ae9,fw-1778,,Kiavah Wilderness,official wilderness webpage,Bureau of Land Management,,Kiavah Wilderness,https://www.blm.gov/visit/kiavah-wilderness,https://www.blm.gov/visit/kiavah-wilderness,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-863edfcb676b,fw-1787,,King Range Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,King Range Wilderness,https://wilderness.net/visit-wilderness/?ID=687,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-89a90108a70f,fw-1787,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,King Range Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-5ba3a6715d83,fw-1792,,Kingston Range Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Kingston Range Wilderness,https://wilderness.net/visit-wilderness/?ID=296,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-c13515c079d1,fw-1792,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Kingston Range Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-31ea41b65c87,fw-1899,,Lassen Volcanic Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Lassen Volcanic Wilderness,https://wilderness.net/visit-wilderness/?ID=309,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-11122b6b0b2e,fw-1899,,Public Law 92-510 — Lassen Volcanic Wilderness designation,public law,U.S. Congress,1972-10-19,Lassen Volcanic Wilderness,https://www.govinfo.gov/content/pkg/PLAW-92publ510/html/PLAW-92publ510.htm,https://www.govinfo.gov/content/pkg/PLAW-92publ510/html/PLAW-92publ510.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-5b73a4bd3b12,fw-1899,,Lassen Volcanic Wilderness,official wilderness webpage,National Park Service,,Lassen Volcanic Wilderness,https://www.nps.gov/lavo/learn/nature/wilderness.htm,https://www.nps.gov/lavo/learn/nature/wilderness.htm,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-472acf1f9fb4,fw-1899,,Lassen Volcanic National Park General Management Plan,general management plan,National Park Service,2003-01-01,Lassen Volcanic Wilderness,https://www.nps.gov/lavo/learn/management/upload/lavo-gmp.pdf,https://www.nps.gov/lavo/learn/management/planning.htm,5 - official management document,wilderness-wide,2026-08-04,Current status and amendments should be rechecked before relying on visitor rules.
doc-95e69c7b5105,fw-1905,,Lava Beds Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Lava Beds Wilderness,https://wilderness.net/visit-wilderness/?ID=313,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-ddd997bc6440,fw-1905,,Public Law 92-493 — Lava Beds Wilderness designation,public law,U.S. Congress,1972-10-13,Lava Beds Wilderness,https://www.govinfo.gov/content/pkg/PLAW-92publ493/html/PLAW-92publ493.htm,https://www.govinfo.gov/content/pkg/PLAW-92publ493/html/PLAW-92publ493.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-7ec9256b7c1b,fw-1905,,Lava Beds Wilderness,official wilderness webpage,National Park Service,,Lava Beds Wilderness,https://www.nps.gov/labe/learn/nature/wilderness.htm,https://www.nps.gov/labe/learn/nature/wilderness.htm,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-b0af98d41d2f,fw-1905,,Lava Beds National Monument Foundation Document,foundation document,National Park Service,2017-01-01,Lava Beds Wilderness,https://www.nps.gov/labe/learn/management/upload/labe-foundation-document-overview.pdf,https://www.nps.gov/labe/learn/management/planning.htm,5 - official management document,wilderness-wide,2026-08-04,Current status and amendments should be rechecked before relying on visitor rules.
doc-82b40c46d0c9,fw-1947,,Little Chuckwalla Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Little Chuckwalla Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=320,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-1a6022b3baa6,fw-1947,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Little Chuckwalla Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-6946d9bec88a,fw-1955,,Little High Rock Canyon Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Little High Rock Canyon Wilderness,https://wilderness.net/visit-wilderness/?ID=323,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b5c06ad73c71,fw-1955,,Public Law 106-554 — Black Rock Desert–High Rock Canyon Emigrant Trails NCA Act of 2000,public law,U.S. Congress,2000-12-21,Little High Rock Canyon Wilderness,https://www.govinfo.gov/content/pkg/PLAW-106publ554/html/PLAW-106publ554.htm,https://www.govinfo.gov/content/pkg/PLAW-106publ554/html/PLAW-106publ554.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-718494642ab6,fw-1963,,Little Picacho Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Little Picacho Wilderness,https://wilderness.net/visit-wilderness/?ID=326,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-de96bdb87ac1,fw-1963,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Little Picacho Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-ad18baf0edf2,fw-1963,,Little Picacho Wilderness,official wilderness webpage,Bureau of Land Management,,Little Picacho Wilderness,https://www.blm.gov/visit/little-picacho-wilderness,https://www.blm.gov/visit/little-picacho-wilderness,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-acf9972692e6,fw-2041,,Machesna Mountain Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Machesna Mountain Wilderness,https://wilderness.net/visit-wilderness/?ID=335,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-cc489df740e5,fw-2041,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Machesna Mountain Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-51d857fdb1c8,fw-2046,,Magic Mountain Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Magic Mountain Wilderness,https://wilderness.net/visit-wilderness/?ID=732,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-43ede8a3d386,fw-2046,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Magic Mountain Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-e3f719cb382a,fw-2058,,Malpais Mesa Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Malpais Mesa Wilderness,https://wilderness.net/visit-wilderness/?ID=337,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-6ecce3086dec,fw-2058,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Malpais Mesa Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-4d7aae154b26,fw-2058,,Malpais Mesa Wilderness,official wilderness webpage,Bureau of Land Management,,Malpais Mesa Wilderness,https://www.blm.gov/visit/malpais-mesa-wilderness,https://www.blm.gov/visit/malpais-mesa-wilderness,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-ea5512e0ec81,fw-2066,,Manly Peak Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Manly Peak Wilderness,https://wilderness.net/visit-wilderness/?ID=338,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-07bc42b62b97,fw-2066,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Manly Peak Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-064b89902154,fw-2077,,Marble Mountain Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Marble Mountain Wilderness,https://wilderness.net/visit-wilderness/?ID=340,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b56de391c0e3,fw-2077,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Marble Mountain Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-ee1063224dc1,fw-2108,,Matilija Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Matilija Wilderness,https://wilderness.net/visit-wilderness/?ID=345,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-1ee61a9982b4,fw-2108,,Public Law 102-301 — Los Padres Condor Range and River Protection Act,public law,U.S. Congress,1992-06-19,Matilija Wilderness,https://www.govinfo.gov/content/pkg/PLAW-102publ301/html/PLAW-102publ301.htm,https://www.govinfo.gov/content/pkg/PLAW-102publ301/html/PLAW-102publ301.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-97f5e52884df,fw-2143,,Mecca Hills Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Mecca Hills Wilderness,https://wilderness.net/visit-wilderness/?ID=349,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-40cc328f7afc,fw-2143,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Mecca Hills Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-57330366091e,fw-2143,,Mecca Hills Wilderness,official wilderness webpage,Bureau of Land Management,,Mecca Hills Wilderness,https://www.blm.gov/visit/mecca-hills-wilderness,https://www.blm.gov/visit/mecca-hills-wilderness,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-3b8f1b521afe,fw-2169,,Mesquite Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Mesquite Wilderness,https://wilderness.net/visit-wilderness/?ID=353,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-c045ce13427e,fw-2169,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Mesquite Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-3742b6318a42,fw-4548,,Milpitas Wash Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Milpitas Wash Wilderness,https://wilderness.net/visit-wilderness/?ID=771,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-a657710d0cf7,fw-4548,,"Public Law 116-9 — John D. Dingell, Jr. Conservation, Management, and Recreation Act",public law,U.S. Congress,2019-03-12,Milpitas Wash Wilderness,https://www.govinfo.gov/content/pkg/PLAW-116publ9/html/PLAW-116publ9.htm,https://www.govinfo.gov/content/pkg/PLAW-116publ9/html/PLAW-116publ9.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-30ca0ea83e69,fw-2227,,Mojave Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Mojave Wilderness,https://wilderness.net/visit-wilderness/?ID=362,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-5c626f97b161,fw-2227,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Mojave Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-ad6878ccc5cb,fw-2228,,Mokelumne Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Mokelumne Wilderness,https://wilderness.net/visit-wilderness/?ID=363,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-1ac6b8102435,fw-2228,,Public Law 88-577 — Wilderness Act of 1964,public law,U.S. Congress,1964-09-03,Mokelumne Wilderness,https://www.govinfo.gov/content/pkg/PLAW-88publ577/html/PLAW-88publ577.htm,https://www.govinfo.gov/content/pkg/PLAW-88publ577/html/PLAW-88publ577.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-73072712dc04,fw-2230,,Monarch Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Monarch Wilderness,https://wilderness.net/visit-wilderness/?ID=365,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-53b34f10cd36,fw-2230,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Monarch Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-73a04d7aa160,fw-2280,,Mount Lassic Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Mount Lassic Wilderness,https://wilderness.net/visit-wilderness/?ID=683,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-bf349ce9286c,fw-2280,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,Mount Lassic Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-60fa5a02aa31,fw-2294,,Mount Rose Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Mount Rose Wilderness,https://wilderness.net/visit-wilderness/?ID=396,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-6d8aa46caa5f,fw-2294,,Public Law 101-195 — Nevada Wilderness Protection Act of 1989,public law,U.S. Congress,1989-12-05,Mount Rose Wilderness,https://www.govinfo.gov/content/pkg/PLAW-101publ195/html/PLAW-101publ195.htm,https://www.govinfo.gov/content/pkg/PLAW-101publ195/html/PLAW-101publ195.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-b0afaa199ff4,fw-2296,,Mount Shasta Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Mount Shasta Wilderness,https://wilderness.net/visit-wilderness/?ID=397,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-79157460471b,fw-2296,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Mount Shasta Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-0f336e2ce28c,fw-2484,,Newberry Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Newberry Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=408,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-fc55ccd7c68d,fw-2484,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Newberry Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-d81c2aa7ff22,fw-2515,,Nopah Range Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Nopah Range Wilderness,https://wilderness.net/visit-wilderness/?ID=411,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-d4c9f2f8b99f,fw-2515,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Nopah Range Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-25ea4e5db2c1,fw-2515,,Nopah Range Wilderness,official wilderness webpage,Bureau of Land Management,,Nopah Range Wilderness,https://www.blm.gov/visit/nopah-range-wilderness,https://www.blm.gov/visit/nopah-range-wilderness,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-2cc78ccb5354,fw-2522,,North Algodones Dunes Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,North Algodones Dunes Wilderness,https://wilderness.net/visit-wilderness/?ID=415,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-daf142f36c67,fw-2522,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,North Algodones Dunes Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
