wilderness_id,source_semantic_id,wilderness_connect_id,official_name,alternate_names,wilderness_abbreviation,states,designation_date,designation_year,original_public_law,subsequent_public_laws,public_law_source_notes,legal_authority,official_reference_acres,acreage_source,source_gis_acres_total,calculated_component_acres_total,source_component_count,managing_agencies,shared_management,blm_role,blm_role_summary,blm_component_count,non_blm_component_count,wilderness_summary_short,wilderness_summary_full,wilderness_character_summary,management_access_summary,official_page_url,direct_official_agency_page_url,official_map_url,primary_management_plan_title,primary_management_plan_url,local_unit_pages,wilderness_connect_url,recreation_gov_search_url,congress_search_url,nepa_search_url,courtlistener_search_url,google_scholar_case_search_url,web_search_url,verified_litigation_count,last_verified,source_notes,present_in_brim_snapshot,brim_snapshot_component_count,brim_snapshot_source_gis_acres_total,brim_snapshot_calculated_acres_total,brim_snapshot_managing_agencies,brim_snapshot_blm_component_count,brim_snapshot_non_blm_component_count,brim_snapshot_comparison_status,brim_snapshot_notes,brim_snapshot_export_date,snapshot_comparison_verified_on
fw-3114,3114,524,San Mateo Canyon Wilderness,,San_Mateo_Canyon,CA,1984-09-28,1984,Public Law 98-425,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,39412.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",40457.0,40456.712,1,USFS,False,no_identified_management_role,,0,1,"Mountains covered with chaparral and coastal sage dominate the landscape of San Mateo Canyon Wilderness. Many deep drainages hide a lush growth of vegetation, with oak woodlands thick in the lower elevations.","Mountains covered with chaparral and coastal sage dominate the landscape of San Mateo Canyon Wilderness. Many deep drainages hide a lush growth of vegetation, with oak woodlands thick in the lower elevations.","Mountains covered with chaparral and coastal sage dominate the landscape of San Mateo Canyon Wilderness. Many deep drainages hide a lush growth of vegetation, with oak woodlands thick in the lower elevations.","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=524,https://www.recreation.gov/search?q=San+Mateo+Canyon+Wilderness,https://www.congress.gov/search?q=%22San+Mateo+Canyon+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=San+Mateo+Canyon+Wilderness,https://www.courtlistener.com/?q=%22San+Mateo+Canyon+Wilderness%22,https://scholar.google.com/scholar?q=%22San+Mateo+Canyon+Wilderness%22+wilderness,https://www.google.com/search?q=%22San+Mateo+Canyon+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,40457.0,40456.712,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-3122,3122,526,San Rafael Wilderness,,San_Rafael,CA,1968-03-21,1968,Public Law 90-271,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,191104.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",191256.0,191257.076,1,USFS,False,no_identified_management_role,,0,1,"After the initial preservation of land under the Wilderness Act of 1964, the original San Rafael Wilderness (1968) was the first Primitive area added to the NWPS's roster. Here in the chaparral-covered","After the initial preservation of land under the Wilderness Act of 1964, the original San Rafael Wilderness (1968) was the first Primitive area added to the NWPS's roster. Here in the chaparral-covered","After the initial preservation of land under the Wilderness Act of 1964, the original San Rafael Wilderness (1968) was the first Primitive area added to the NWPS's roster. Here in the chaparral-covered","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=526,https://www.recreation.gov/search?q=San+Rafael+Wilderness,https://www.congress.gov/search?q=%22San+Rafael+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=San+Rafael+Wilderness,https://www.courtlistener.com/?q=%22San+Rafael+Wilderness%22,https://scholar.google.com/scholar?q=%22San+Rafael+Wilderness%22+wilderness,https://www.google.com/search?q=%22San+Rafael+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,191256.0,191257.076,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-3141,3141,681,Sanhedrin Wilderness,,Sanhedrin,CA,2006-10-17,2006,Public Law 109-362,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,10666.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",10611.0,10611.143,1,USFS,False,no_identified_management_role,,0,1,"The ""Sanhedrin"" was the supreme council of the ancient Hebrews. The pioneers who gazed up at this rugged ridge must have been very impressed indeed to have given it such a dignified Biblical name. But","The ""Sanhedrin"" was the supreme council of the ancient Hebrews. The pioneers who gazed up at this rugged ridge must have been very impressed indeed to have given it such a dignified Biblical name. But","The ""Sanhedrin"" was the supreme council of the ancient Hebrews. The pioneers who gazed up at this rugged ridge must have been very impressed indeed to have given it such a dignified Biblical name. But","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=681,https://www.recreation.gov/search?q=Sanhedrin+Wilderness,https://www.congress.gov/search?q=%22Sanhedrin+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Sanhedrin+Wilderness,https://www.courtlistener.com/?q=%22Sanhedrin+Wilderness%22,https://scholar.google.com/scholar?q=%22Sanhedrin+Wilderness%22+wilderness,https://www.google.com/search?q=%22Sanhedrin+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,10611.0,10611.143,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-3148,3148,530,Santa Lucia Wilderness,,Santa_Lucia,CA,1978-02-24,1978,Public Law 95-237,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,18434.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",21186.0,21186.475,2,BLM; USFS,True,co_manager,BLM manages one or more mapped components; other components are administered by USFS.,1,1,"A stream that flows yearlong through Lopez Canyon into Lopez Lake, lush streamside vegetation, and chaparral-covered slopes and peaks that rise above the canyon are the prime ingredients in the lightly","A stream that flows yearlong through Lopez Canyon into Lopez Lake, lush streamside vegetation, and chaparral-covered slopes and peaks that rise above the canyon are the prime ingredients in the lightly The BLM California layer represents the named wilderness with 2 source geometries administered by BLM, USFS.","A stream that flows yearlong through Lopez Canyon into Lopez Lake, lush streamside vegetation, and chaparral-covered slopes and peaks that rise above the canyon are the prime ingredients in the lightly","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=530,https://www.recreation.gov/search?q=Santa+Lucia+Wilderness,https://www.congress.gov/search?q=%22Santa+Lucia+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Santa+Lucia+Wilderness,https://www.courtlistener.com/?q=%22Santa+Lucia+Wilderness%22,https://scholar.google.com/scholar?q=%22Santa+Lucia+Wilderness%22+wilderness,https://www.google.com/search?q=%22Santa+Lucia+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,2,21186.0,21186.475,BLM; USFS,1,1,same_component_count,,2026-04-23,2026-08-05
fw-3154,3154,531,Santa Rosa Wilderness,,Santa_Rosa,CA,1994-10-31,1994,Public Law 103-433,Public Law 111-11,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,58878.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",114664.0,114663.776,4,BLM; USFS,True,co_manager,BLM manages one or more mapped components; other components are administered by USFS.,2,2,"The stark Colorado Desert, with its agave, ocotillo, and creosote, rises up boulder-strewn and eroded canyons to chaparral, juniper, and pine-covered ridges. Elevations change drastically from just above","The stark Colorado Desert, with its agave, ocotillo, and creosote, rises up boulder-strewn and eroded canyons to chaparral, juniper, and pine-covered ridges. Elevations change drastically from just above The BLM California layer represents the named wilderness with 4 source geometries administered by BLM, USFS.","The stark Colorado Desert, with its agave, ocotillo, and creosote, rises up boulder-strewn and eroded canyons to chaparral, juniper, and pine-covered ridges. Elevations change drastically from just above","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",https://www.blm.gov/visit/santa-rosa-wilderness,https://www.blm.gov/visit/santa-rosa-wilderness,,,,https://www.blm.gov/office/palm-springs-south-coast-field-office,https://wilderness.net/visit-wilderness/?ID=531,https://www.recreation.gov/search?q=Santa+Rosa+Wilderness,https://www.congress.gov/search?q=%22Santa+Rosa+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Santa+Rosa+Wilderness,https://www.courtlistener.com/?q=%22Santa+Rosa+Wilderness%22,https://scholar.google.com/scholar?q=%22Santa+Rosa+Wilderness%22+wilderness,https://www.google.com/search?q=%22Santa+Rosa+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,3,22734.0,114663.776,BLM; USFS,1,2,legacy_merged_component_structure,"Raw Santa Rosa has 3 records; the BLM geometry is a legacy aggregate carrying GIS_Acres=3,024 but calculating to 94,954.225 acres. Current service has 4 components.",2026-04-23,2026-08-05
fw-3179,3179,537,Sawtooth Mountains Wilderness,,Sawtooth_Mountains,CA,1994-10-31,1994,Public Law 103-433,,The BLM source includes a later BLM component/acquisition record. Preserve the original wilderness-wide legal history separately.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,33772.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",33867.0,33866.989,2,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,2,0,"Ridges extend like fingers from the Laguna Mountains east to become Sawtooth Mountains Wilderness, with elevations from 5,600 feet down to 1,400 feet. Valleys between the ridges unfold to become the desert","Ridges extend like fingers from the Laguna Mountains east to become Sawtooth Mountains Wilderness, with elevations from 5,600 feet down to 1,400 feet. Valleys between the ridges unfold to become the desert The BLM California layer represents the named wilderness with 2 source geometries administered by BLM.","Ridges extend like fingers from the Laguna Mountains east to become Sawtooth Mountains Wilderness, with elevations from 5,600 feet down to 1,400 feet. Valleys between the ridges unfold to become the desert","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=537,https://www.recreation.gov/search?q=Sawtooth+Mountains+Wilderness,https://www.congress.gov/search?q=%22Sawtooth+Mountains+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Sawtooth+Mountains+Wilderness,https://www.courtlistener.com/?q=%22Sawtooth+Mountains+Wilderness%22,https://scholar.google.com/scholar?q=%22Sawtooth+Mountains+Wilderness%22+wilderness,https://www.google.com/search?q=%22Sawtooth+Mountains+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,2,33867.0,33866.989,BLM,2,0,same_component_count,,2026-04-23,2026-08-05
fw-3213,3213,543,Sequoia-Kings Canyon Wilderness,,Sequoia_Kings_Canyon,CA,1984-09-28,1984,Public Law 98-425,Public Law 111-11,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,768222.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",768372.0,768374.451,2,NPS,False,no_identified_management_role,,0,2,"Sequoia National Park, America's second oldest park, was eventually joined with Kings Canyon National Park to form an area described only with multiple superlatives, a parkland of which everything off","Sequoia National Park, America's second oldest park, was eventually joined with Kings Canyon National Park to form an area described only with multiple superlatives, a parkland of which everything off The BLM California layer represents the named wilderness with 2 source geometries administered by NPS.","Sequoia National Park, America's second oldest park, was eventually joined with Kings Canyon National Park to form an area described only with multiple superlatives, a parkland of which everything off","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=543,https://www.recreation.gov/search?q=Sequoia-Kings+Canyon+Wilderness,https://www.congress.gov/search?q=%22Sequoia-Kings+Canyon+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Sequoia-Kings+Canyon+Wilderness,https://www.courtlistener.com/?q=%22Sequoia-Kings+Canyon+Wilderness%22,https://scholar.google.com/scholar?q=%22Sequoia-Kings+Canyon+Wilderness%22+wilderness,https://www.google.com/search?q=%22Sequoia-Kings+Canyon+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,2,768372.0,768374.451,NPS,0,2,same_component_count,,2026-04-23,2026-08-05
fw-3217,3217,544,Sespe Wilderness,,Sespe,CA,1992-06-19,1992,Public Law 102-301,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,219209.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",219740.0,219741.293,1,USFS,False,no_identified_management_role,,0,1,"Sespe Wilderness provides ample evidence of past violent geological upthrusts. The landscape is bleak and jagged, and if you climb high enough, you'll find pine trees growing at odd angles on boulder-swept","Sespe Wilderness provides ample evidence of past violent geological upthrusts. The landscape is bleak and jagged, and if you climb high enough, you'll find pine trees growing at odd angles on boulder-swept","Sespe Wilderness provides ample evidence of past violent geological upthrusts. The landscape is bleak and jagged, and if you climb high enough, you'll find pine trees growing at odd angles on boulder-swept","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=544,https://www.recreation.gov/search?q=Sespe+Wilderness,https://www.congress.gov/search?q=%22Sespe+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Sespe+Wilderness,https://www.courtlistener.com/?q=%22Sespe+Wilderness%22,https://scholar.google.com/scholar?q=%22Sespe+Wilderness%22+wilderness,https://www.google.com/search?q=%22Sespe+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,219740.0,219741.293,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-3240,3240,546,Sheep Mountain Wilderness,,Sheep_Mountain,CA,1984-09-28,1984,Public Law 98-425,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,43182.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",43334.0,43334.216,1,USFS,False,no_identified_management_role,,0,1,"In 1984, the 44,000 acre Sheep Mountain Wilderness was set aside as one of the Nation's truly unique wild areas. With elevations ranging from 2,400 ft. to over 10,000 ft., this area offers something for","In 1984, the 44,000 acre Sheep Mountain Wilderness was set aside as one of the Nation's truly unique wild areas. With elevations ranging from 2,400 ft. to over 10,000 ft., this area offers something for","In 1984, the 44,000 acre Sheep Mountain Wilderness was set aside as one of the Nation's truly unique wild areas. With elevations ranging from 2,400 ft. to over 10,000 ft., this area offers something for","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=546,https://www.recreation.gov/search?q=Sheep+Mountain+Wilderness,https://www.congress.gov/search?q=%22Sheep+Mountain+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Sheep+Mountain+Wilderness,https://www.courtlistener.com/?q=%22Sheep+Mountain+Wilderness%22,https://scholar.google.com/scholar?q=%22Sheep+Mountain+Wilderness%22+wilderness,https://www.google.com/search?q=%22Sheep+Mountain+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,43334.0,43334.216,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-3245,3245,548,Sheephole Valley Wilderness,,Sheephole_Valley,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,188169.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",195214.0,195214.67,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,The Sheephole Valley Wilderness is a perfect representation of the basin and range topography typical in the Mojave Desert. The area consists of the northwest to southeast trending granitic boulder strewn,The Sheephole Valley Wilderness is a perfect representation of the basin and range topography typical in the Mojave Desert. The area consists of the northwest to southeast trending granitic boulder strewn,The Sheephole Valley Wilderness is a perfect representation of the basin and range topography typical in the Mojave Desert. The area consists of the northwest to southeast trending granitic boulder strewn,"Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=548,https://www.recreation.gov/search?q=Sheephole+Valley+Wilderness,https://www.congress.gov/search?q=%22Sheephole+Valley+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Sheephole+Valley+Wilderness,https://www.courtlistener.com/?q=%22Sheephole+Valley+Wilderness%22,https://scholar.google.com/scholar?q=%22Sheephole+Valley+Wilderness%22+wilderness,https://www.google.com/search?q=%22Sheephole+Valley+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,195214.0,195214.67,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-3293,3293,554,Silver Peak Wilderness,,Silver_Peak,CA,1992-06-19,1992,Public Law 102-301,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,31415.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",32088.0,32088.463,1,USFS,False,no_identified_management_role,,0,1,"Encompassing the drainages of Willow Creek and Salmon Creek, Silver Peak Wilderness rises sharply from near the shore of the Pacific Ocean, an area of steep terrain that's part of the Santa Lucia Mountains.","Encompassing the drainages of Willow Creek and Salmon Creek, Silver Peak Wilderness rises sharply from near the shore of the Pacific Ocean, an area of steep terrain that's part of the Santa Lucia Mountains.","Encompassing the drainages of Willow Creek and Salmon Creek, Silver Peak Wilderness rises sharply from near the shore of the Pacific Ocean, an area of steep terrain that's part of the Santa Lucia Mountains.","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=554,https://www.recreation.gov/search?q=Silver+Peak+Wilderness,https://www.congress.gov/search?q=%22Silver+Peak+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Silver+Peak+Wilderness,https://www.courtlistener.com/?q=%22Silver+Peak+Wilderness%22,https://scholar.google.com/scholar?q=%22Silver+Peak+Wilderness%22+wilderness,https://www.google.com/search?q=%22Silver+Peak+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,32088.0,32088.463,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-3299,3299,557,Siskiyou Wilderness,,Siskiyou,CA,1984-09-28,1984,Public Law 98-425,Public Law 109-362,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,179847.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",179897.0,179898.039,2,USFS,False,no_identified_management_role,,0,2,"Forested ridges and craggy peaks with lower slopes densely covered with brush generally describes Siskiyou Wilderness. You'll also discover fragile mountain meadows, open glades, shallow lakes, and the","Forested ridges and craggy peaks with lower slopes densely covered with brush generally describes Siskiyou Wilderness. You'll also discover fragile mountain meadows, open glades, shallow lakes, and the The BLM California layer represents the named wilderness with 2 source geometries administered by USFS.","Forested ridges and craggy peaks with lower slopes densely covered with brush generally describes Siskiyou Wilderness. You'll also discover fragile mountain meadows, open glades, shallow lakes, and the","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=557,https://www.recreation.gov/search?q=Siskiyou+Wilderness,https://www.congress.gov/search?q=%22Siskiyou+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Siskiyou+Wilderness,https://www.courtlistener.com/?q=%22Siskiyou+Wilderness%22,https://scholar.google.com/scholar?q=%22Siskiyou+Wilderness%22+wilderness,https://www.google.com/search?q=%22Siskiyou+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,2,179897.0,179898.039,USFS,0,2,same_component_count,,2026-04-23,2026-08-05
fw-3322,3322,559,Snow Mountain Wilderness,,Snow_Mountain,CA,1984-09-28,1984,Public Law 98-425,Public Law 109-362,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,60222.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",60454.0,60454.604,2,USFS,False,no_identified_management_role,,0,2,"Snow Mountain is the southernmost peak in the North Coast Range. In Snow Mountain Wilderness, you'll find the transition zone between the Coast Range and the lower valley foothills. Higher elevations are","Snow Mountain is the southernmost peak in the North Coast Range. In Snow Mountain Wilderness, you'll find the transition zone between the Coast Range and the lower valley foothills. Higher elevations are The BLM California layer represents the named wilderness with 2 source geometries administered by USFS.","Snow Mountain is the southernmost peak in the North Coast Range. In Snow Mountain Wilderness, you'll find the transition zone between the Coast Range and the lower valley foothills. Higher elevations are","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=559,https://www.recreation.gov/search?q=Snow+Mountain+Wilderness,https://www.congress.gov/search?q=%22Snow+Mountain+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Snow+Mountain+Wilderness,https://www.courtlistener.com/?q=%22Snow+Mountain+Wilderness%22,https://scholar.google.com/scholar?q=%22Snow+Mountain+Wilderness%22+wilderness,https://www.google.com/search?q=%22Snow+Mountain+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,2,60454.0,60454.604,USFS,0,2,same_component_count,,2026-04-23,2026-08-05
fw-4547,4547,770,Soda Mountains Wilderness,,Soda_Mountains,CA,2019-03-12,2019,Public Law 116-9,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,80090.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",84988.0,84988.295,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"This scenic, horseshoe-shaped range includes the terminus of the great Mojave. Creosote, barrel cacti, cholla, and yuccas can be found along with the unique Crucifixion thorn. Two intermittent lakes, East","This scenic, horseshoe-shaped range includes the terminus of the great Mojave. Creosote, barrel cacti, cholla, and yuccas can be found along with the unique Crucifixion thorn. Two intermittent lakes, East","This scenic, horseshoe-shaped range includes the terminus of the great Mojave. Creosote, barrel cacti, cholla, and yuccas can be found along with the unique Crucifixion thorn. Two intermittent lakes, East","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,https://www.blm.gov/office/barstow-field-office,https://wilderness.net/visit-wilderness/?ID=770,https://www.recreation.gov/search?q=Soda+Mountains+Wilderness,https://www.congress.gov/search?q=%22Soda+Mountains+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Soda+Mountains+Wilderness,https://www.courtlistener.com/?q=%22Soda+Mountains+Wilderness%22,https://scholar.google.com/scholar?q=%22Soda+Mountains+Wilderness%22+wilderness,https://www.google.com/search?q=%22Soda+Mountains+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,84988.0,84988.295,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
