acec_id,component_id,boundary_represents,designation_applies_to,surface_management_scope,mineral_estate_scope,includes_non_blm_land,non_blm_land_summary,public_access_status,public_access_scope,access_information_source,access_information_source_url,access_information_verified_on,access_information_confidence,land_status_caveat,last_verified,notes
acec-0a67662d845f3a,blmca-92d90f6f-ec55-42de-962a-32246714b8cc,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-50fe1926fe83c0,blmca-fab393a5-9fab-431a-a57a-36e69bc2384f,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-be1782fac080fa,blmca-723fe7e1-2a23-4079-ac65-4468d163a1b6,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-0084f188f1b409,blmca-b1995a3f-00cd-43bd-9c61-7155f889c2c6,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-63e4d346ca50ac,blmca-3ea08f1e-b16d-4fe1-8c58-8399e2596255,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-163713939580c4,blmca-58e19a02-a465-40f6-a1ea-1ffe0b252f48,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-1c87be40f18100,blmca-fc55a8aa-83f7-45e8-8ba4-5261dcf9612e,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-be7c4d3409891b,blmca-a5281b8e-4c79-41c2-91a8-697f0e28202f,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-c92a8cb916758b,blmca-1e91c370-750f-47a7-a22e-9afdca02e77d,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-43678d9e1efd28,blmca-9129191d-8a84-499c-9ba4-0ba932e47e4e,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-cbae284ab714d2,blmca-625f6c76-a1dc-4507-9989-259a5603a668,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-3470fc550ec680,blmca-22bcc2d3-4471-4c7b-843a-a3e2ea6b7208,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-eb5af440a93840,blmca-fc596c19-2050-476a-8103-71afd0c6f373,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-84c0ee829f9e7a,blmca-faf89507-b87d-4ffc-a288-f71df03d2824,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-d74831f0661474,blmca-4edc5456-dcc9-4a04-a0f9-1cb82ec2b717,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-3aa2b7a0265f41,blmca-0e28f751-23e1-42ef-abe3-9149ae0bbb0c,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-40eb9c2dfe7510,blmca-f3b42618-c1ec-4387-937b-b42862cb061a,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-50393d70bf37b1,blmca-0e7ec530-e342-47b1-8c0f-9f7fd415f1f1,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-fddd72e60b1552,blmca-da293303-6734-4ab8-8731-c90f81d68ed4,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-a42bfe37fea94f,blmca-972715f2-3146-4fda-9161-ca28af3370f8,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-f36ce6f5a67354,blmca-054a3282-7248-4329-a2d5-57dbc1657baf,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-b662662b90103e,blmca-8eb9e101-44c7-4a71-8262-2d5d49469aa1,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-bb02e878544f98,blmca-34a4fb23-fe5b-4a21-a27a-23a391e80478,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-902721956da5cf,blmca-5943c3c3-6448-4397-b036-d499c2ff7054,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-b2d2dd7db35a89,blmca-1c2afd48-1a10-42a9-941f-dde73b185881,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-ba7bf31678aaf4,blmca-324df08c-d4f4-42f6-862e-a68ba6133ed1,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-8c9f3f2745077b,blmca-278e2c36-521a-46bb-92a3-3e315c18206b,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-c24aacac3dc76a,blmca-a0aef83c-dcda-40ab-97dc-25115a9ce08d,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-e07a71acec298e,blmca-052cd0c0-9b6f-415f-b955-f3e4e6f60c56,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-afcd1e696aa3a1,blmca-70aef1ba-1311-497e-a05c-9e49e368b952,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-d716ed657cb21c,blmca-0cc3f793-6b95-4c90-b8a5-93b7ea36d252,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-6dbf594aa4759f,blmca-590747f9-5625-43f8-a412-61717a0c79e4,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-65416e4b1c1b18,blmca-1023b1f2-4e23-4a96-bae0-ae8a9b73b656,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-8344867ebac242,blmca-64de66c3-2fa2-4709-a31d-1242d8bd7c74,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-de1c95a68f104b,blmca-2606d5fe-b50b-462a-bb2c-23185e2af57b,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-a52f3e1b23cfc9,blmca-61778eae-1219-46b1-90b9-0a71c991a1af,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-80ab2d5dc567ea,blmca-8e78666e-d400-437b-b475-b2304000ef6e,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-d96bbcd4a96783,blmca-c4cdb35b-9dfe-49ba-9818-be85d6da6780,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-a139ef01241894,blmca-f9498e51-a565-4cca-ba07-c588baad8e5d,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-19799591ba4545,blmca-12860cc3-db16-4bb6-a608-318975e93cd7,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-24e55012f8d038,blmca-e0714ddb-656b-469a-9fc7-61fa6d493baf,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-fd15faa00160c7,blmca-2284a2b1-2fb5-487c-a377-ea6c56308913,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-767f8bc7520d68,blmca-1ef8f717-75af-4e0c-809a-3f06e7c2ebfe,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-463a6667a6e4b9,blmca-afdb88c4-82ca-4f8c-964b-38f568dcbdba,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-3b7ae60a0f48f8,blmca-7db29eec-41eb-40d8-ae3b-b092d413a58f,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-f6ff8a97744b0b,blmca-ad85240a-bb29-4db0-9e95-8e813c704aef,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-990ad47d85b85d,blmca-c7e11134-6fcd-4852-b5a0-e8c22b183484,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-f38758c79248ff,blmca-63adb8cc-9cfa-43da-b9b1-fa3accea7e1a,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-dd783204130494,blmca-5cc19af4-1186-47ba-8da3-bacd883a2f54,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-5a176005bfc20b,blmca-4cd4350c-a29e-4308-966d-b497b4959aa7,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-a26e29826790bb,blmca-73621922-1786-433b-b2e6-13ace9f5e08f,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-567f19f3c713d7,blmca-858b3021-c28c-499f-a06c-83d31c238b96,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-597fbdb2c879fa,blmca-2868ca77-292f-46cf-bbce-553ae1240799,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-b365df2948c9b1,blmca-3e39318c-2435-4c8d-bc42-d24df3e476f9,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-cdc94bb3501f9f,blmca-60173fbd-464d-441a-bdb2-6dbd5817c9fa,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-352e68a6096bd8,blmca-f6d9bde1-1a85-4c6f-a365-3fa30f6f0ba0,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-7c32cc0106ad1f,blmca-92899d87-e7d4-4f2e-9d27-20b4bd0579d4,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-895932450c9410,blmca-ee7c7e17-8700-4cf3-b4bd-fab0e7c625d1,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-68e7e5ca595c4e,blmca-c3786b95-3cc4-47a6-89c4-cc1c457e06a8,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-cb322417fa5793,blmca-3c4d10bf-5b35-492d-8807-6586e86334d9,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-3f8988d80d2645,blmca-c09b71e8-678f-4f6f-a66c-7be2ec54fbab,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-db1c025620ee95,blmca-897c4957-1102-4eff-a935-0266cc5bee6f,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-8b7205a710bcf7,blmca-e7f84169-2cb4-4e4e-bcc1-b2f696407519,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-bb8e39bb718d14,blmca-065830c1-b704-4771-91a2-f9c3524896b4,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-ed38a295261e2f,blmca-3cdad385-0fb8-4a58-8cc9-e5da284070e2,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-2b56b7d087bc72,blmca-f7934bf6-07d4-4fbb-a4ed-44a5bcc99e08,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-76697c022d953b,blmca-bf4281f6-64cb-4ca0-adbf-04cb86d1e5af,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-3377f0ee1fcbb1,blmca-d71f9477-603a-4e9b-b464-3fcf670d500b,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-24f5924ae9f5cc,blmca-5ca513d2-3632-4d18-bbfe-ecd39ebb0fae,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-c1bbe5652a8b4f,blmca-0988669b-9de2-499a-9f3c-f1ab79e4eab2,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-29d65400bcc38b,blmca-4a3cbfd7-5d6c-48b8-83e6-51657eea7a24,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-4e3d7779523f35,blmca-874c30a4-af68-49bf-86e6-902ca6abecc1,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-357a2ccbe0140a,blmca-b79694dc-245a-4460-91f3-abe474ea3922,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-d82f6ef87526c2,blmca-2d9d7f56-bb0d-47aa-bccc-0ae56c8a20ff,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-efa23557e2005a,blmca-7937c0b3-94a9-4cb7-aa6f-102375b68f22,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
